date,n_components,train_start,train_end,train_observations,log_likelihood,converged,current_regime,current_regime_label,current_regime_probability,next_regime,next_regime_label,next_regime_probability,error,current_prob_regime_0,current_prob_regime_1,next_prob_regime_0,next_prob_regime_1
2022-12-30,2,2018-01-02,2022-12-30,1259,-3170.8486356373705,True,1,defensive_risk_off,1.0,1,defensive_risk_off,0.9909954025696233,,7.995054287459923e-42,1.0,0.009004597430376633,0.9909954025696233
2023-01-31,2,2018-01-31,2023-01-31,1259,-3314.0815403076517,True,0,defensive_risk_off,1.0,0,defensive_risk_off,0.9967965804703014,,1.0,8.952013387549432e-33,0.9967965804703014,0.0032034195296987166
2023-02-28,2,2018-02-28,2023-02-28,1259,-3108.180813500033,True,1,defensive_risk_off,1.0,1,defensive_risk_off,0.991903522898234,,9.40471761018043e-26,1.0,0.008096477101765979,0.991903522898234
2023-03-31,2,2018-04-02,2023-03-31,1260,-3000.5104496311906,True,0,defensive_risk_off,1.0,0,defensive_risk_off,0.9973497925197887,,1.0,4.45620083876495e-20,0.9973497925197887,0.0026502074802112626
2023-04-28,2,2018-04-30,2023-04-28,1259,-4248.076407236742,True,0,risk_on,1.0,0,risk_on,0.998255046048884,,1.0,9.178318738183828e-99,0.998255046048884,0.001744953951115962
2023-05-31,2,2018-05-31,2023-05-31,1259,-3408.0174540508465,True,0,risk_on,0.9999999942297109,0,risk_on,0.9953277144662485,,0.9999999942297109,5.770125357009967e-09,0.9953277144662485,0.004672285533587803
2023-06-30,2,2018-07-02,2023-06-30,1258,-4373.39501137456,True,0,risk_on,1.0,0,risk_on,0.9991401267616246,,1.0,0.0,0.9991401267616246,0.0008598732383755448
2023-07-31,2,2018-07-31,2023-07-31,1258,-3698.743602657786,True,1,risk_on,0.9999999999390639,1,risk_on,0.9966924350901312,,6.076561441798655e-11,0.9999999999390639,0.0033075649096983057,0.9966924350901312
2023-08-31,2,2018-08-31,2023-08-31,1258,-3712.456766577462,True,0,risk_on,1.0,0,risk_on,0.9953027332443926,,1.0,1.1393910112768e-16,0.9953027332443926,0.0046972667556076176
2023-09-29,2,2018-10-01,2023-09-29,1258,-4547.042186753859,True,0,risk_on,1.0,0,risk_on,0.999140129296847,,1.0,2.1104471483465236e-278,0.999140129296847,0.0008598707031528678
2023-10-31,2,2018-10-31,2023-10-31,1258,-4535.5027829370165,True,0,risk_on,1.0,0,risk_on,0.9991401260246825,,1.0,8.053936596388109e-159,0.9991401260246825,0.0008598739753174909
2023-11-30,2,2018-11-30,2023-11-30,1258,-4508.612168448657,True,0,risk_on,1.0,0,risk_on,0.9991401346502242,,1.0,5.203345431019224e-286,0.9991401346502242,0.0008598653497758458
2023-12-29,2,2018-12-31,2023-12-29,1259,-3693.022635975007,True,1,risk_on,1.0,1,risk_on,0.9976614780350309,,6.339129205050978e-14,1.0,0.0023385219650325995,0.9976614780350309
2024-01-31,2,2019-01-31,2024-01-31,1259,-4216.159034423416,True,0,risk_on,1.0,0,risk_on,0.9991408770812674,,1.0,6.321031791711351e-236,0.9991408770812674,0.0008591229187326806
2024-02-29,2,2019-02-28,2024-02-29,1260,-4099.660241938678,True,0,risk_on,1.0,0,risk_on,0.9991416174901501,,1.0,1.2292428834277374e-236,0.9991416174901501,0.0008583825098499646
2024-03-28,2,2019-03-28,2024-03-28,1260,-2926.343242220036,True,1,risk_on,0.9999999995548023,1,risk_on,0.9965342128041127,,4.4506260775647293e-10,0.9999999995548023,0.003465787195752268,0.9965342128041127
2024-04-30,2,2019-04-30,2024-04-30,1260,-5989.448701341812,True,0,risk_on,1.0,0,risk_on,0.9991889699919055,,1.0,0.0,0.9991889699919055,0.0008110300080945131
2024-05-31,2,2019-05-31,2024-05-31,1260,-2866.5640906043313,True,1,risk_on,0.9999999947949618,1,risk_on,0.9965359609652129,,5.2048111430246716e-09,0.9999999947949618,0.003464039034560153,0.9965359609652129
2024-06-28,2,2019-06-28,2024-06-28,1259,-3878.11091849586,True,1,risk_on,1.0,1,risk_on,0.997222087700835,,6.93404991521017e-33,1.0,0.0027779122991649988,0.997222087700835
2024-07-31,2,2019-07-31,2024-07-31,1259,-3686.6247433021867,True,0,risk_on,1.0,0,risk_on,1.0,,1.0,1.1557440654976724e-187,1.0,1.423199932636028e-20
2024-08-30,2,2019-08-30,2024-08-30,1259,-3831.2022097704607,True,0,risk_on,1.0,0,risk_on,0.9991408862960655,,1.0,1.7219580478190837e-104,0.9991408862960655,0.0008591137039346569
2024-09-30,2,2019-09-30,2024-09-30,1259,-3809.16848202278,True,0,risk_on,1.0,0,risk_on,0.999140886314899,,1.0,2.788172443987522e-66,0.999140886314899,0.0008591136851009458
2024-10-31,2,2019-10-31,2024-10-31,1259,-3722.6483709778963,True,0,risk_on,1.0,0,risk_on,0.9991408859148607,,1.0,5.112527710895425e-92,0.9991408859148607,0.0008591140851393302
2024-11-29,2,2019-11-29,2024-11-29,1259,-3672.5034688403307,True,0,risk_on,1.0,0,risk_on,0.9991408871370326,,1.0,2.39649881262003e-74,0.9991408871370326,0.000859112862967404
2024-12-31,2,2019-12-31,2024-12-31,1259,-3346.3949850745266,True,0,risk_on,1.0,0,risk_on,0.9981906366194612,,1.0,1.1171478109641163e-29,0.9981906366194612,0.0018093633805388038
2025-01-31,2,2020-01-31,2025-01-31,1258,-2379.6137590910034,True,1,risk_on,0.9999999999895408,1,risk_on,0.9964818370037607,,1.0298602257105322e-11,0.9999999999895408,0.0035181629960786163,0.9964818370037607
2025-02-28,2,2020-02-28,2025-02-28,1258,-2280.189606777586,True,1,risk_on,1.0,1,risk_on,0.9976575674075481,,9.460266030768515e-16,1.0,0.0023424325924528903,0.9976575674075481
2025-03-31,2,2020-03-31,2025-03-31,1257,-3939.369328168564,True,0,risk_on,0.9999856406487704,0,risk_on,0.997705080342994,,0.9999856406487704,1.4359351155925533e-05,0.997705080342994,0.0022949196569323695
2025-04-30,2,2020-04-30,2025-04-30,1257,-4921.816790142958,True,1,defensive_risk_off,1.0,1,defensive_risk_off,0.9950138936005903,,8.191286492338672e-53,1.0,0.0049861063994096925,0.9950138936005903
2025-05-30,2,2020-06-01,2025-05-30,1257,-6419.775645865907,True,1,risk_on,1.0,1,risk_on,0.9898134547435755,,1.9306975368223188e-24,1.0,0.010186545256424429,0.9898134547435755
2025-06-30,2,2020-06-30,2025-06-30,1256,-6223.698051449945,True,0,risk_on,1.0,0,risk_on,0.9950349220734924,,1.0,1.0099350294746157e-28,0.9950349220734924,0.004965077926507531
2025-07-31,2,2020-07-31,2025-07-31,1256,-6209.810449797783,True,0,risk_on,0.9999999973015292,0,risk_on,0.990912838449468,,0.9999999973015292,2.698277414970645e-09,0.990912838449468,0.009087161550338648
2025-08-29,2,2020-08-31,2025-08-29,1256,-5956.935027484909,True,0,risk_on,1.0,0,risk_on,0.9978629571157345,,1.0,6.32697652560652e-37,0.9978629571157345,0.0021370428842656117
2025-09-30,2,2020-09-30,2025-09-30,1256,-5816.38749923927,True,1,risk_on,1.0,1,risk_on,0.9978272994908821,,8.690906152366615e-28,1.0,0.0021727005091180013,0.9978272994908821
2025-10-31,2,2020-11-02,2025-10-31,1256,-5789.7815318537705,True,1,risk_on,0.9999999820738595,1,risk_on,0.9932049443081749,,1.7925755606363477e-08,0.9999999820738595,0.006795055691440242,0.9932049443081749
2025-11-28,2,2020-11-30,2025-11-28,1256,-5523.311971347325,True,0,risk_on,0.9999999872670742,0,risk_on,0.995891998893391,,0.9999999872670742,1.2733189827768284e-08,0.995891998893391,0.004108001106872966
2025-12-31,2,2020-12-31,2025-12-31,1256,-5300.058025021057,True,1,risk_on,0.9999999989395292,1,risk_on,0.9955128863948315,,1.0603750078659517e-09,0.9999999989395292,0.0044871136050727125,0.9955128863948315
2026-01-30,2,2021-02-01,2026-01-30,1256,-5379.480264795742,True,1,risk_on,0.999999999749889,1,risk_on,0.9939612506117025,,2.5025564155984564e-10,0.999999999749889,0.006038749388442193,0.9939612506117025
2026-02-27,2,2021-03-01,2026-02-27,1256,-5499.187393718786,True,1,risk_on,1.0,1,risk_on,0.9957089341616837,,7.873606312355957e-37,1.0,0.004291065838316296,0.9957089341616837
2026-03-31,2,2021-03-31,2026-03-31,1256,-5297.218739823507,True,0,defensive_risk_off,0.9999971191360261,0,defensive_risk_off,0.9949414873125474,,0.9999971191360261,2.8808641095828975e-06,0.9949414873125474,0.005058512687588252
2026-04-30,2,2021-04-30,2026-04-30,1256,-5710.364610679069,True,1,defensive_risk_off,0.9783669176572979,1,defensive_risk_off,0.9669927891178666,,0.02163308234248233,0.9783669176572979,0.03300721088191355,0.9669927891178666
2026-05-21,2,2021-05-21,2026-05-21,1256,-6681.423237493076,True,1,risk_on,1.0,1,risk_on,0.9846011469018123,,0.0,1.0,0.015398853098187676,0.9846011469018123
