date,n_components,train_start,train_end,train_observations,log_likelihood,converged,current_regime,current_regime_label,current_regime_probability,next_regime,next_regime_label,next_regime_probability,error,current_prob_regime_0,current_prob_regime_1,current_prob_regime_2,next_prob_regime_0,next_prob_regime_1,next_prob_regime_2
2019-06-28,3,2014-06-30,2019-06-28,1259,-4809.2132096377745,True,2,inflation_rates_shock,0.9999999632327679,2,inflation_rates_shock,0.9734716861300377,,1.663218378448803e-08,2.0134701530162787e-08,0.9999999632327679,0.0048237963410110345,0.021704517528604465,0.9734716861300377
2019-07-31,3,2014-07-31,2019-07-31,1259,-4688.798075562432,True,2,inflation_rates_shock,0.9978916093760386,2,inflation_rates_shock,0.9754705763763312,,2.524334840084263e-10,0.0021083903714484062,0.9978916093760386,0.006784190759729354,0.017745232863859903,0.9754705763763312
2019-08-30,3,2014-09-02,2019-08-30,1259,-4338.724246688062,True,1,defensive_risk_off,1.0,1,defensive_risk_off,0.9815759976420275,,1.0606082619456396e-22,1.0,1.6524765586446044e-13,0.006142311686111457,0.9815759976420275,0.012281690672026172
2019-09-30,3,2014-09-30,2019-09-30,1259,-4381.873603147654,True,2,risk_on,0.9999999947331162,2,risk_on,0.9886507798213745,,4.3360728071418825e-18,5.267206685377855e-09,0.9999999947331162,0.006808314604216122,0.004540905574732189,0.9886507798213745
2019-10-31,3,2014-10-31,2019-10-31,1259,-4465.78549603177,True,2,inflation_rates_shock,1.0,2,inflation_rates_shock,0.9831272956574775,,1.7436758437762708e-13,1.1100868521518275e-26,1.0,0.009374441032931547,0.0074982633097653685,0.9831272956574775
2019-11-29,3,2014-12-01,2019-11-29,1259,-4435.436323815068,True,2,inflation_rates_shock,0.9999963907204452,2,inflation_rates_shock,0.9807038316591177,,1.0180720393613698e-06,2.5912070860337097e-06,0.9999963907204452,0.009647518095923827,0.009648650244529162,0.9807038316591177
2019-12-31,3,2014-12-31,2019-12-31,1259,-4068.4167627316165,True,1,risk_on,0.9998638918381294,1,risk_on,0.9933646820790133,,5.1135591220873055e-11,0.9998638918381294,0.00013610811087976828,0.004334135853443433,0.9933646820790133,0.0023011820676880758
2020-01-31,3,2015-02-02,2020-01-31,1259,-4051.042269045484,True,1,risk_on,0.9924790859635338,1,risk_on,0.9755898127368702,,0.006383658483624598,0.9924790859635338,0.001137255552681575,0.01266091232904213,0.9755898127368702,0.011749274933927639
2020-02-28,3,2015-03-02,2020-02-28,1259,-3996.0075861714113,True,2,defensive_risk_off,1.0,2,defensive_risk_off,0.9755289400635405,,1.1005809481633246e-88,3.2548885533633533e-85,1.0,0.00490229842508545,0.019568761511374076,0.9755289400635405
2020-03-31,3,2015-03-31,2020-03-31,1260,-793.0613189203301,True,1,defensive_risk_off,1.0,1,defensive_risk_off,1.0,,0.0,1.0,0.0,0.0,1.0,0.0
2020-04-30,3,2015-04-30,2020-04-30,1260,-884.4319207923311,True,0,inflation_rates_shock,1.0,0,inflation_rates_shock,0.9837091990444338,,1.0,7.147595571115247e-225,0.0,0.9837091990444338,0.013576241137778947,0.0027145598177873037
2020-05-29,3,2015-05-29,2020-05-29,1260,-1083.231207088169,True,1,inflation_rates_shock,1.0,1,inflation_rates_shock,0.9845184261290428,,1.551640776419178e-192,1.0,0.0,0.012901720918165275,0.9845184261290428,0.0025798529527918707
2020-06-30,3,2015-06-30,2020-06-30,1260,-1507.4102232925059,True,0,inflation_rates_shock,1.0,0,inflation_rates_shock,0.9917394919491631,,1.0,0.0,7.303081704743915e-46,0.9917394919491631,0.0027534626342311567,0.005507045416605708
2020-07-31,3,2015-07-31,2020-07-31,1260,-1517.6182565010083,True,0,inflation_rates_shock,1.0,0,inflation_rates_shock,0.9918647755486504,,1.0,1.0786332064458296e-23,0.0,0.9918647755486504,0.005423526961170675,0.0027116974901789073
2020-08-31,3,2015-08-31,2020-08-31,1260,-1667.3886072262203,True,0,inflation_rates_shock,1.0,0,inflation_rates_shock,0.9908077933010698,,1.0,9.583832075581002e-25,0.0,0.9908077933010698,0.006894369791760622,0.0022978369071696226
2020-09-30,3,2015-09-30,2020-09-30,1260,-1717.3390851385316,True,0,risk_on,0.9999998846415177,0,risk_on,0.997781779423674,,0.9999998846415177,1.1535851941002547e-07,0.0,0.997781779423674,0.002218220232274204,3.4408897155436823e-10
2020-10-30,3,2015-10-30,2020-10-30,1260,-1857.9732416185338,True,0,inflation_rates_shock,1.0,0,inflation_rates_shock,0.9897042782136121,,1.0,3.7199984012860025e-22,1.9281443220026058e-246,0.9897042782136121,0.008237327869093295,0.0020583939172945957
2020-11-30,3,2015-11-30,2020-11-30,1260,-2266.5077188687205,True,0,risk_on,1.0,0,risk_on,0.9978831445283192,,1.0,2.659047628810665e-22,0.0,0.9978831445283192,0.002116855471680847,9.100981565191022e-25
2020-12-31,3,2015-12-31,2020-12-31,1260,-2357.08244497756,True,0,risk_on,1.0,0,risk_on,0.9979813409282925,,1.0,0.0,1.6126460675318366e-21,0.9979813409282925,6.712769538587909e-24,0.002018659071707528
2021-01-29,3,2016-01-29,2021-01-29,1260,-2318.1218732444,True,0,risk_on,1.0,0,risk_on,0.9979795680740681,,1.0,0.0,4.513620890834091e-52,0.9979795680740681,1.8341856989072724e-54,0.00202043192593189
2021-02-26,3,2016-02-26,2021-02-26,1260,-1972.0850481127432,True,0,inflation_rates_shock,1.0,0,inflation_rates_shock,0.9839170305566142,,1.0,7.582783525996958e-66,0.0,0.9839170305566142,0.013396038779497108,0.002686930663888696
2021-03-31,3,2016-03-31,2021-03-31,1260,-1739.5805303121288,True,2,risk_on,0.9999999992471658,2,risk_on,0.9868781661572821,,7.527596498029795e-10,0.0,0.9999999992471658,0.013121833841267585,1.3756547208999939e-12,0.9868781661572821
2021-04-30,3,2016-05-02,2021-04-30,1259,-2010.7149869459797,True,0,risk_on,1.0,0,risk_on,0.99694715518903,,1.0,0.0,1.4745644281362243e-181,0.99694715518903,5.88365681980028e-184,0.0030528448109700206
2021-05-28,3,2016-05-31,2021-05-28,1259,-1828.0016322847366,True,0,risk_on,1.0,0,risk_on,0.9969344452705207,,1.0,0.0,3.66323092162485e-161,0.9969344452705207,1.457043460322695e-163,0.0030655547294792785
2021-06-30,3,2016-06-30,2021-06-30,1259,-1853.8973801489694,True,0,risk_on,1.0,0,risk_on,0.9959122916496255,,1.0,0.0,2.6473014151784843e-127,0.9959122916496255,1.0277638477409693e-129,0.0040877083503745954
2021-07-30,3,2016-08-01,2021-07-30,1259,-958.9147100218736,True,1,risk_on,1.0,1,risk_on,0.9920713164029731,,3.692299330814392e-18,1.0,0.0,0.007928683597026963,0.9920713164029731,7.747724433090677e-21
2021-08-31,3,2016-08-31,2021-08-31,1259,-840.3052584006381,True,1,risk_on,1.0,1,risk_on,0.9920404083097192,,3.948788226480847e-19,1.0,0.0,0.007959591690280873,0.9920404083097192,8.2271567263542e-22
2021-09-30,3,2016-09-30,2021-09-30,1259,-814.3466315509048,True,1,risk_on,1.0,1,risk_on,0.9920087928194938,,2.410097467534833e-14,1.0,0.0,0.007991207180530233,0.9920087928194938,4.9910585830764105e-17
2021-10-29,3,2016-10-31,2021-10-29,1259,-854.0989145614232,True,2,risk_on,0.999999999936108,2,risk_on,0.9920137609487725,,0.0,6.385548409738872e-11,0.999999999936108,1.3233718494727621e-13,0.007986239051058613,0.9920137609487725
2021-11-30,3,2016-11-30,2021-11-30,1259,-843.02552840679,True,2,risk_on,0.9999992202650303,2,risk_on,0.9918348364385332,,7.797349423730954e-07,0.0,0.9999992202650303,0.008165161998374826,1.5630648073028495e-09,0.9918348364385332
2021-12-31,3,2017-01-03,2021-12-31,1259,-1741.3246083498875,True,1,risk_on,1.0,1,risk_on,0.9956828333256097,,1.884609642532084e-49,1.0,0.0,0.004317166674390305,0.9956828333256097,6.112432640417636e-52
2022-01-31,3,2017-01-31,2022-01-31,1260,-1361.445403348463,True,2,risk_on,0.9999999229351063,2,risk_on,0.991584472862398,,7.706489371974973e-08,0.0,0.9999999229351063,0.008415526989725764,1.4787636012798625e-10,0.991584472862398
2022-02-28,3,2017-02-28,2022-02-28,1260,-1507.0449587123328,True,0,inflation_rates_shock,1.0,0,inflation_rates_shock,0.9891210922216414,,1.0,5.920206942362649e-45,0.0,0.9891210922216414,0.008713441124537043,0.002165466653821557
2022-03-31,3,2017-03-31,2022-03-31,1260,-1968.9291182611582,True,0,inflation_rates_shock,1.0,0,inflation_rates_shock,0.9813921911044419,,1.0,1.1618396429640414e-14,0.0,0.9813921911044419,0.016546070094068225,0.002061738801501569
2022-04-29,3,2017-05-01,2022-04-29,1260,-2228.697849852213,True,1,risk_on,1.0,1,risk_on,0.9956389435643062,,7.278387814252661e-26,1.0,0.0,0.004361056435693841,0.9956389435643062,2.291225965960611e-28
2022-05-31,3,2017-05-31,2022-05-31,1260,-2232.241613408785,True,0,inflation_rates_shock,1.0,0,inflation_rates_shock,0.9886852539956461,,1.0,3.9027679228273206e-25,0.0,0.9886852539956461,0.008616429736164406,0.0026983162681895106
2022-06-30,3,2017-06-30,2022-06-30,1259,-2335.7863067501166,True,2,inflation_rates_shock,1.0,2,inflation_rates_shock,0.9867587608994219,,2.0878011674349113e-43,0.0,1.0,0.010595230752173362,0.00264600834840474,0.9867587608994219
2022-07-29,3,2017-07-31,2022-07-29,1259,-2394.373655143256,True,0,inflation_rates_shock,1.0,0,inflation_rates_shock,0.9721614065174033,,1.0,1.639176757205968e-47,0.0,0.9721614065174033,0.02783859348259656,1.8185370231690709e-19
2022-08-31,3,2017-08-31,2022-08-31,1259,-2705.676204520095,True,2,inflation_rates_shock,1.0,2,inflation_rates_shock,0.9857534970992082,,2.2217052205928907e-17,0.0,1.0,0.010689477164154802,0.0035570257366369902,0.9857534970992082
2022-09-30,3,2017-10-02,2022-09-30,1259,-2211.8281486478913,True,0,inflation_rates_shock,1.0,0,inflation_rates_shock,0.9778570600510978,,1.0,4.296709330747862e-55,0.0,0.9778570600510978,0.022142939948902172,4.682044739266441e-58
2022-10-31,3,2017-10-31,2022-10-31,1259,-3010.739748096395,True,0,inflation_rates_shock,1.0,0,inflation_rates_shock,0.9852823723203867,,1.0,2.0963934133074587e-50,0.0,0.9852823723203867,0.012881811581544677,0.001835816098068555
2022-11-30,3,2017-11-30,2022-11-30,1259,-2091.7529799815397,True,0,inflation_rates_shock,1.0,0,inflation_rates_shock,0.9830562702204633,,1.0,4.864846386314447e-36,0.0,0.9830562702204633,0.014107986741178613,0.0028357430383581022
2022-12-30,3,2018-01-02,2022-12-30,1259,-2092.264772062667,True,0,inflation_rates_shock,1.0,0,inflation_rates_shock,0.9882144138357818,,1.0,1.520294439564136e-42,0.0,0.9882144138357818,0.008839404008807287,0.002946182155410834
2023-01-31,3,2018-01-31,2023-01-31,1259,-2158.948371110193,True,1,inflation_rates_shock,1.0,1,inflation_rates_shock,0.9966096106956241,,9.157248802877661e-34,1.0,0.0,0.003390389304375955,0.9966096106956241,9.752201048066703e-37
2023-02-28,3,2018-02-28,2023-02-28,1259,-1976.9248903541295,True,1,inflation_rates_shock,1.0,1,inflation_rates_shock,0.9920616178311571,,0.0,1.0,2.176711843986466e-25,2.5594501734115964e-28,0.9920616178311571,0.007938382168842982
2023-03-31,3,2018-04-02,2023-03-31,1260,-1940.5454903356458,True,2,inflation_rates_shock,1.0,2,inflation_rates_shock,0.994778799426103,,0.0,7.511707690300627e-20,1.0,8.81726317471078e-23,0.005221200573896962,0.994778799426103
2023-04-28,3,2018-04-30,2023-04-28,1259,-1865.0681852928476,True,1,inflation_rates_shock,0.9999996421227665,1,inflation_rates_shock,0.9972747820649263,,3.578771816227556e-07,0.9999996421227665,0.0,0.002725217522246604,0.9972747820649263,4.127751026335108e-10
2023-05-31,3,2018-05-31,2023-05-31,1259,-2021.6897434832124,True,0,risk_on,0.9999999998585736,0,risk_on,0.9959408816864412,,0.9999999998585736,1.4141114112447886e-10,0.0,0.9959408816864412,0.002706746434105926,0.0013523718794376722
2023-06-30,3,2018-07-02,2023-06-30,1258,-2493.2046567276275,True,0,inflation_rates_shock,1.0,0,inflation_rates_shock,0.9977110200672044,,1.0,0.0,2.858446497619817e-19,0.9977110200672044,3.590603783073482e-22,0.0022889799327956086
2023-07-31,3,2018-07-31,2023-07-31,1258,-2309.25555881321,True,0,risk_on,0.9999999999968168,0,risk_on,0.9976763274105794,,0.9999999999968168,3.175159810951931e-12,0.0,0.9976763274105794,0.0011618594443166934,0.001161813145095806
2023-08-31,3,2018-08-31,2023-08-31,1258,-2201.132625027282,True,1,risk_on,1.0,1,risk_on,0.995982430680253,,3.8238258723230557e-14,1.0,0.0,0.002678452307832081,0.995982430680253,0.0013391170119530268
2023-09-29,3,2018-10-01,2023-09-29,1258,-2524.8459276563117,True,1,risk_on,1.0,1,risk_on,0.9951676960921542,,1.1126855014365084e-15,1.0,0.0,0.0036241549224138793,0.9951676960921542,0.0012081489854330206
2023-10-31,3,2018-10-31,2023-10-31,1258,-2778.6692434571737,True,1,inflation_rates_shock,1.0,1,inflation_rates_shock,1.0,,5.554185469977763e-34,1.0,0.0,3.844176207412916e-23,1.0,6.723888885376466e-37
2023-11-30,3,2018-11-30,2023-11-30,1258,-2679.918654132933,True,2,inflation_rates_shock,1.0,2,inflation_rates_shock,0.999999999999876,,1.7633840824787786e-39,0.0,1.0,1.239897671188544e-13,2.3055007147282123e-42,0.999999999999876
2023-12-29,3,2018-12-31,2023-12-29,1259,-2210.7878000573205,True,1,risk_on,0.9999999999972715,1,risk_on,0.9974341183081152,,2.6786045584251016e-12,0.9999999999972715,0.0,0.0025658816918290423,0.9974341183081152,5.8934634494000266e-15
2024-01-31,3,2019-01-31,2024-01-31,1259,-705.7625144369508,True,1,inflation_rates_shock,1.0,1,inflation_rates_shock,1.0,,0.0,1.0,1.1303819086859789e-60,1.7390195600811565e-63,1.0,1.8121083026433942e-17
2024-02-29,3,2019-02-28,2024-02-29,1260,-2015.7719459767488,True,0,risk_on,0.9999999399710777,0,risk_on,0.9963805021612724,,0.9999999399710777,6.002897439683985e-08,0.0,0.9963805021612724,0.003619497690966053,1.4781366889778177e-10
2024-03-28,3,2019-03-28,2024-03-28,1260,-1856.1349332022687,True,1,risk_on,0.9999998852567907,1,risk_on,0.9963607963135275,,1.1474310177342182e-07,0.9999998852567907,0.0,0.002428578047431033,0.9963607963135275,0.0012106256389340722
2024-04-30,3,2019-04-30,2024-04-30,1260,-2140.3256515246676,True,0,inflation_rates_shock,1.0,0,inflation_rates_shock,0.9983105855862531,,1.0,0.0,2.2929763118775376e-34,0.9983105855862531,3.5659758413751956e-37,0.0016894144137468438
2024-05-31,3,2019-05-31,2024-05-31,1260,-1678.8243334137028,True,0,risk_on,0.9999999743777156,0,risk_on,0.9976826066227813,,0.9999999743777156,0.0,2.5622269582628872e-08,0.9976826066227813,0.0011585977378445805,0.0011587956393592364
2024-06-28,3,2019-06-28,2024-06-28,1259,-1563.018556791581,True,0,risk_on,0.9999999999747615,0,risk_on,0.9963665565786191,,0.9999999999747615,2.5309422242655436e-11,0.0,0.9963665565786191,0.0036334434213899335,6.198366598252889e-14
2024-07-31,3,2019-07-31,2024-07-31,1259,-1797.3081957659085,True,1,risk_on,1.0,1,risk_on,0.9965234923436709,,1.5166406436323482e-14,1.0,0.0,0.002317711172034464,0.9965234923436709,0.0011587964843099573
2024-08-30,3,2019-08-30,2024-08-30,1259,-1534.7317961173355,True,1,risk_on,0.9999999795113583,1,risk_on,0.9976797935587524,,2.048863920037517e-08,0.9999999795113583,0.0,0.001160161069010767,0.9976797935587524,0.0011600453722344028
2024-09-30,3,2019-09-30,2024-09-30,1259,-1761.3199298744453,True,0,risk_on,0.9999998562134454,0,risk_on,0.9965238723060051,,0.9999998562134454,1.4378645568068552e-07,0.0,0.9965238723060051,0.0023175014007080267,0.00115862629318798
2024-10-31,3,2019-10-31,2024-10-31,1259,-1530.6942372074063,True,2,risk_on,0.9999999616150043,2,risk_on,0.9943397499336174,,0.0,3.8384919396339216e-08,0.9999999616150043,7.391122351416312e-11,0.005660249992395045,0.9943397499336174
2024-11-29,3,2019-11-29,2024-11-29,1259,-1345.6174451792585,True,0,risk_on,0.9999999989440767,0,risk_on,0.9976801297927335,,0.9999999989440767,0.0,1.0558421957863463e-09,0.9976801297927335,0.0011599166090276675,0.0011599535981578148
2024-12-31,3,2019-12-31,2024-12-31,1259,-2029.437110661834,True,2,inflation_rates_shock,1.0,2,inflation_rates_shock,1.0,,9.741351675145842e-40,0.0,1.0,1.5199205013728093e-18,1.9798926521162193e-42,1.0
2025-01-31,3,2020-01-31,2025-01-31,1258,-1947.4449588917516,True,1,inflation_rates_shock,1.0,1,inflation_rates_shock,1.0,,5.645178596566936e-45,1.0,0.0,2.0800201943604522e-22,1.0,1.2737699256071699e-47
2025-02-28,3,2020-02-28,2025-02-28,1258,-1052.0793298298217,True,0,risk_on,1.0,0,risk_on,0.9976006900812693,,1.0,8.781923054461581e-16,0.0,0.9976006900812693,0.002399309918731572,2.1993496160337405e-18
2025-03-31,3,2020-03-31,2025-03-31,1257,-2192.1900907762724,True,0,defensive_risk_off,1.0,0,defensive_risk_off,0.9759068108564016,,1.0,7.494448761512934e-64,2.8003973758073925e-22,0.9759068108564016,0.006019021428973648,0.01807416771462469
2025-04-30,3,2020-04-30,2025-04-30,1257,-3383.026297409775,True,2,defensive_risk_off,1.0,2,defensive_risk_off,0.9851674297683871,,5.953525605749544e-92,9.144666383827256e-71,1.0,1.1152019503815853e-28,0.01483257023161291,0.9851674297683871
2025-05-30,3,2020-06-01,2025-05-30,1257,-3890.526784546905,True,1,inflation_rates_shock,1.0,1,inflation_rates_shock,0.9690030878383242,,8.577917892165274e-62,1.0,2.2807620509584935e-49,0.030996912161675702,0.9690030878383242,9.170018807739439e-32
2025-06-30,3,2020-06-30,2025-06-30,1256,-4094.1307194790465,True,2,risk_on,1.0,2,risk_on,0.9902080283483872,,5.790178184173366e-92,6.03610678519215e-79,1.0,0.009791971651612792,4.018327297654022e-55,0.9902080283483872
2025-07-31,3,2020-07-31,2025-07-31,1256,-3445.240996769078,True,2,inflation_rates_shock,1.0,2,inflation_rates_shock,0.993727237249112,,8.124245188482751e-17,2.006563929514446e-15,1.0,0.004181691269052672,0.002091071481837336,0.993727237249112
2025-08-29,3,2020-08-31,2025-08-29,1256,-4060.8830722855114,True,1,risk_on,0.9972049034245812,1,risk_on,0.9714517448296937,,0.0027950965752562467,0.9972049034245812,3.086037295978442e-23,0.028534985730777996,0.9714517448296937,1.3269439365765278e-05
2025-09-30,3,2020-09-30,2025-09-30,1256,-3562.6810094988314,True,0,risk_on,0.9999999999868123,0,risk_on,0.9893193727317133,,0.9999999999868123,5.971851643922709e-28,1.3306869197282138e-11,0.9893193727317133,0.00422214450711105,0.006458482761294761
2025-10-31,3,2020-11-02,2025-10-31,1256,-3640.8015618215604,True,2,inflation_rates_shock,0.9541124624012284,2,inflation_rates_shock,0.9430088490364422,,5.222671539241192e-15,0.045887537598856755,0.9541124624012284,0.0019500503326420116,0.05504110063100604,0.9430088490364422
2025-11-28,3,2020-11-30,2025-11-28,1256,-3372.5207371032116,True,1,risk_on,0.999999978460892,1,risk_on,0.9954883922379405,,3.9620476874341694e-27,0.999999978460892,2.1538995239505862e-08,3.526095727461336e-10,0.9954883922379405,0.004511607409337161
2025-12-31,3,2020-12-31,2025-12-31,1256,-3244.3121202599796,True,1,risk_on,0.9999999951560312,1,risk_on,0.9954870914342312,,1.8489487426709068e-38,0.9999999951560312,4.844138761932243e-09,7.935746679677554e-11,0.9954870914342312,0.004512908486581328
2026-01-30,3,2021-02-01,2026-01-30,1256,-3660.1127052108704,True,1,risk_on,1.0,1,risk_on,0.9935155813939883,,1.4811919766356975e-25,1.0,5.038504622661804e-58,0.006484418605920342,0.9935155813939883,9.143170767357055e-14
2026-02-27,3,2021-03-01,2026-02-27,1256,-3198.1807481180604,True,1,risk_on,0.9999999999968168,1,risk_on,0.9953855016051497,,3.321964067609874e-12,0.9999999999968168,6.635390582249524e-40,0.004614498394916143,0.9953855016051497,7.288745985181082e-14
2026-03-31,3,2021-03-31,2026-03-31,1256,-3202.3893547347866,True,0,defensive_risk_off,0.9999996686461239,0,defensive_risk_off,0.9777549112333783,,0.9999996686461239,3.313537982615077e-07,7.079723958659736e-40,0.9777549112333783,0.007415870403371927,0.014829218363171897
2026-04-30,3,2021-04-30,2026-04-30,1256,-3870.016582228831,True,0,risk_on,1.0,0,risk_on,0.9963203005610108,,1.0,5.182325884968591e-33,7.534990449306733e-43,0.9963203005610108,0.0036796994389891985,1.3393507492770471e-31
2026-05-21,3,2021-05-21,2026-05-21,1256,-4395.822521529906,True,0,risk_on,1.0,0,risk_on,0.9555321226652571,,1.0,0.0,0.0,0.9555321226652571,0.04446787733474295,8.771565447891051e-69
