date,n_components,train_start,train_end,train_observations,log_likelihood,converged,current_regime,current_regime_label,current_regime_probability,next_regime,next_regime_label,next_regime_probability,error,current_prob_regime_0,current_prob_regime_1,current_prob_regime_2,current_prob_regime_3,next_prob_regime_0,next_prob_regime_1,next_prob_regime_2,next_prob_regime_3
2018-05-31,4,2013-05-31,2018-05-31,1260,-3399.2643417636395,True,1,defensive_risk_off,1.0,1,defensive_risk_off,0.988002104649855,,1.3363291681594947e-81,1.0,1.3593880423470196e-141,1.953492888240599e-16,0.003999181017142387,0.988002104649855,3.449323142897274e-83,0.007998714333002694
2018-06-29,4,2013-07-01,2018-06-29,1260,-3376.7229899745444,True,0,inflation_rates_shock,1.0,0,inflation_rates_shock,0.9893042317440888,,1.0,3.585608615585948e-176,3.137774650947945e-26,1.300960117318335e-283,0.9893042317440888,0.005346897747461319,0.005348870508449883,7.479328558244122e-178
2018-07-31,4,2013-07-31,2018-07-31,1260,-3709.2040536788527,True,0,inflation_rates_shock,1.0,0,inflation_rates_shock,0.9676909826632036,,1.0,6.314155096748179e-21,9.410984943582603e-14,3.3383478513695924e-23,0.9676909826632036,0.005384414494140431,0.01076885508197912,0.016155747760770868
2018-08-31,4,2013-09-03,2018-08-31,1260,-3433.265813983877,True,3,risk_on,0.9999999999995453,3,risk_on,0.9884556520846717,,1.5679568807364293e-43,4.720762580724511e-13,5.932240137102691e-163,0.9999999999995453,3.8884810478442706e-15,0.00962055768905392,0.0019237902262878367,0.9884556520846717
2018-09-28,4,2013-09-30,2018-09-28,1260,-3421.5964792645077,True,0,risk_on,1.0,0,risk_on,0.9921204049359703,,1.0,7.210547395550927e-18,2.2729084524205637e-60,5.86787005452535e-114,0.9921204049359703,0.005909752949910679,3.2787558309925915e-20,0.001969842114119063
2018-10-31,4,2013-10-31,2018-10-31,1260,-3476.3346952927195,True,2,defensive_risk_off,1.0,2,defensive_risk_off,0.9770070717953516,,3.042784397328178e-51,6.753952458185924e-68,1.0,7.016971458825144e-29,9.243283439661986e-31,0.00766431044417146,0.9770070717953516,0.015328617760476912
2018-11-30,4,2013-12-02,2018-11-30,1260,-3152.8473494006885,True,2,defensive_risk_off,0.999999999998181,2,defensive_risk_off,0.9722785198957055,,9.796678872028684e-118,2.0274851053417893e-12,0.999999999998181,1.3493465425382306e-63,0.011088463737349856,0.016633016367124456,0.9722785198957055,2.8726307973368015e-14
2018-12-31,4,2013-12-31,2018-12-31,1259,-2264.6794181244836,True,2,defensive_risk_off,1.0,2,defensive_risk_off,0.9848477797272868,,6.345913317702818e-289,6.67371680559313e-294,1.0,4.643932536324615e-161,3.9869544022844e-163,0.0037881436202860594,0.9848477797272868,0.011364076652427285
2019-01-31,4,2014-01-31,2019-01-31,1259,-2197.5749079474463,True,0,inflation_rates_shock,0.9999998293847202,0,inflation_rates_shock,0.9760093850576564,,0.9999998293847202,5.30749612105931e-175,1.7061535646685972e-07,1.4855721089691383e-65,0.9760093850576564,2.5346725842129978e-67,0.005997668306427326,0.017992946635992907
2019-02-28,4,2014-02-28,2019-02-28,1259,-2535.526387138477,True,2,recovery_or_normalization,1.0,2,recovery_or_normalization,0.9823724784854782,,8.260845769747382e-52,4.77138939097424e-21,1.0,1.7294110706592663e-127,0.004406852899212527,0.013220668615309409,0.9823724784854782,4.968438774413275e-23
2019-03-29,4,2014-03-31,2019-03-29,1259,-2733.8161447226016,True,3,recovery_or_normalization,1.0,3,recovery_or_normalization,0.9772929469481532,,7.453633654782173e-47,4.036002129033118e-14,1.98147763604289e-16,1.0,3.1856256156702365e-16,0.01703031992794447,0.005676733123942584,0.9772929469481532
2019-04-30,4,2014-04-30,2019-04-30,1259,-2868.71899186262,True,3,risk_on,0.9999999974625098,3,risk_on,0.9923882807192144,,1.0055850689397588e-26,2.5373306070645064e-09,3.9231209987592737e-22,0.9999999974625098,1.2035102249172762e-11,0.005709153199178992,0.0019025660694118832,0.9923882807192144
2019-05-31,4,2014-06-02,2019-05-31,1259,-2584.454746387631,True,1,recovery_or_normalization,0.9999999999959073,1,recovery_or_normalization,0.9778219579982127,,4.123979537706668e-12,0.9999999999959073,4.861799253185251e-15,1.92514202710218e-53,0.005544233942290111,0.9778219579982127,0.002772032297673194,0.013861775761860255
2019-06-28,4,2014-06-30,2019-06-28,1259,-2816.6055375891583,True,0,recovery_or_normalization,0.9999999999890861,0,recovery_or_normalization,0.9737113793105165,,0.9999999999890861,1.1044910206946613e-11,2.8326004214290822e-21,7.479792192254558e-27,0.9737113793105165,0.0037553637315221856,0.011266110018052661,0.011267146940039488
2019-07-31,4,2014-07-31,2019-07-31,1259,-2618.299205805168,True,2,recovery_or_normalization,0.9999156109864175,2,recovery_or_normalization,0.980297211061775,,1.6680536146519958e-06,8.272095981836195e-05,0.9999156109864175,8.258538765320962e-47,0.007850444494279312,0.007928800026507392,0.980297211061775,0.003923544417288784
2019-08-30,4,2014-09-02,2019-08-30,1259,-3140.548424414584,True,1,risk_on,1.0,1,risk_on,0.9898122184593938,,6.61407434731489e-70,1.0,1.6265349570251678e-15,3.806453409727229e-39,0.001697890452318827,0.9898122184593938,0.003395120849082161,0.0050947702392068125
2019-09-30,4,2014-09-30,2019-09-30,1259,-2054.1855219147787,True,0,inflation_rates_shock,1.0,0,inflation_rates_shock,0.9795745643907262,,1.0,1.2897337922316634e-34,6.8225813693206065e-34,2.076789429056441e-86,0.9795745643907262,0.002917655296272177,0.011672080972140517,0.005835699340861261
2019-10-31,4,2014-10-31,2019-10-31,1259,-2669.518563934617,True,0,risk_on,0.9944875245223278,0,risk_on,0.9848873761194289,,0.9944875245223278,1.1118688268968769e-18,0.005512475477707201,6.790949586868156e-74,0.9848873761194289,1.82128541788759e-05,0.013107501703943697,0.001986909322483512
2019-11-29,4,2014-12-01,2019-11-29,1259,-2439.785932797779,True,0,risk_on,0.9999999900251169,0,risk_on,0.9908573380511869,,0.9999999900251169,1.5060120540000637e-18,1.569479104413392e-25,9.974782001064846e-09,0.9908573380511869,0.0018285206181179786,9.943722269990017e-11,0.007314141231156876
2019-12-31,4,2014-12-31,2019-12-31,1259,-1933.0564462925697,True,0,risk_on,0.9997802804516811,0,risk_on,0.9876917255676003,,0.9997802804516811,0.00021971954821339436,4.469267647432119e-27,4.334140478304093e-42,0.9876917255676003,0.007476203338181491,0.00483155415156537,5.169425472365698e-07
2020-01-31,4,2015-02-02,2020-01-31,1259,-2265.4067020989482,True,1,inflation_rates_shock,0.9999835076601209,1,inflation_rates_shock,0.9705080198297774,,9.822445149403712e-08,0.9999835076601209,1.6394115399937574e-05,2.0670951020275672e-29,0.014738065330998537,0.9705080198297774,0.011806165779197467,0.0029477490599988895
2020-02-28,4,2015-03-02,2020-02-28,1259,-2052.127597511563,True,3,defensive_risk_off,1.0,3,defensive_risk_off,0.9714468641726075,,1.99938901780874e-219,2.2116967934549136e-67,1.3971442175140261e-87,1.0,3.4066508176489794e-69,0.009517845249326749,0.01903529057806574,0.9714468641726075
2020-03-31,4,2015-03-31,2020-03-31,1260,663.482163987189,True,3,defensive_risk_off,1.0,3,defensive_risk_off,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2020-04-30,4,2015-04-30,2020-04-30,1260,1248.5396988595833,True,3,inflation_rates_shock,1.0,3,inflation_rates_shock,0.9578679474987253,,9.732350848200897e-104,0.0,0.0,1.0,0.03611423716073832,0.0060178153405363935,8.858998637589883e-87,0.9578679474987253
2020-05-29,4,2015-05-29,2020-05-29,1260,553.6390034972022,True,3,inflation_rates_shock,1.0,3,inflation_rates_shock,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2020-06-30,4,2015-06-30,2020-06-30,1260,1397.7980820983964,True,3,inflation_rates_shock,1.0,3,inflation_rates_shock,0.9776587166708867,,5.498195714588352e-23,0.0,5.59252163281029e-144,1.0,0.022341283329113226,1.111283971107093e-25,5.5575055496751125e-25,0.9776587166708867
2020-07-31,4,2015-07-31,2020-07-31,1260,680.9483896706604,True,3,inflation_rates_shock,1.0,3,inflation_rates_shock,0.969479110711404,,1.7236301119360184e-42,3.0218177261716017e-25,0.0,1.0,0.022890870864247608,0.007630018424348342,5.341882508281492e-28,0.969479110711404
2020-08-31,4,2015-08-31,2020-08-31,1260,843.7463093670418,True,3,recovery_or_normalization,1.0,3,recovery_or_normalization,0.9826099646553788,,1.848541219304206e-58,4.772323595294401e-37,0.0,1.0,1.920400939019554e-39,0.01739003534462126,4.899949440977253e-61,0.9826099646553788
2020-09-30,4,2015-09-30,2020-09-30,1260,550.137026755909,True,0,recovery_or_normalization,0.9999999999994316,0,recovery_or_normalization,0.987080111163606,,0.9999999999994316,5.131351501523364e-13,2.166723437232634e-21,0.0,0.987080111163606,0.008613282398946235,0.004306606437390906,1.649477694645007e-15
2020-10-30,4,2015-10-30,2020-10-30,1260,953.0867130465925,True,3,inflation_rates_shock,1.0,3,inflation_rates_shock,0.9820466146581528,,2.7351503951766857e-100,2.401547320742511e-55,1.5365957093888865e-248,1.0,0.005127721704944622,0.010261804544987863,0.0025638590919147535,0.9820466146581528
2020-11-30,4,2015-11-30,2020-11-30,1260,-60.165652887213085,True,1,risk_on,1.0,1,risk_on,0.9935637318442039,,2.241151326959722e-40,1.0,7.671351820893123e-106,0.0,0.0064362681557960846,0.9935637318442039,6.648978785977323e-43,6.648970043691818e-43
2020-12-31,4,2015-12-31,2020-12-31,1260,198.4315670157391,True,2,inflation_rates_shock,1.0,2,inflation_rates_shock,0.9885268083364058,,1.621328636614648e-57,0.0,1.0,5.1483543144210336e-61,0.00956206718783159,1.9903948866932216e-63,0.9885268083364058,0.0019111244757627425
2021-01-29,4,2016-01-29,2021-01-29,1260,111.83830970768605,True,1,inflation_rates_shock,1.0,1,inflation_rates_shock,0.9909068814633086,,1.3610019240725445e-105,1.0,0.0,2.8895328772840725e-35,3.753276483851594e-38,0.9909068814633086,3.7532631355973575e-38,0.009093118536691308
2021-02-26,4,2016-02-26,2021-02-26,1260,981.8904334038391,True,1,inflation_rates_shock,1.0,1,inflation_rates_shock,0.9864665473333467,,2.5021546155994222e-88,1.0,0.0,3.550595705974537e-268,0.009666873552039289,0.9864665473333467,0.0019331367787975688,0.00193344233581642
2021-03-31,4,2016-03-31,2021-03-31,1260,17.345771507293794,True,0,inflation_rates_shock,1.0,0,inflation_rates_shock,0.9900465533673904,,1.0,0.0,0.0,5.0540845203601795e-68,0.9900465533673904,1.4539338064889276e-70,7.031666804386886e-71,0.00995344663260949
2021-04-30,4,2016-05-02,2021-04-30,1259,3.080306505086524,True,1,risk_on,1.0,1,risk_on,0.9927444162135808,,0.0,1.0,3.0984447537149612e-24,0.0,2.2617680692287477e-141,0.9927444162135808,0.00725558378641929,5.000191517389309e-27
2021-05-28,4,2016-05-31,2021-05-28,1259,662.9675895694809,True,0,risk_on,1.0,0,risk_on,0.9913292466928638,,1.0,3.648845794897406e-16,0.0,0.0,0.9913292466928638,0.008670753307136523,6.029416084469601e-19,9.970632866853975e-103
2021-06-30,4,2016-06-30,2021-06-30,1259,966.4355573621798,True,0,risk_on,0.9999999999998863,0,risk_on,0.9919110826423527,,0.9999999999998863,0.0,7.261278532371698e-14,0.0,0.9919110826423527,1.3136505734589876e-16,0.008088917357605998,3.48125288435475e-157
2021-07-30,4,2016-08-01,2021-07-30,1259,906.9820847569051,True,1,risk_on,1.0,1,risk_on,0.9920694144078144,,3.393860991711248e-21,1.0,0.0,0.0,0.007930585592185716,0.9920694144078144,6.159480324934035e-24,1.8564309141489648e-233
2021-08-31,4,2016-08-31,2021-08-31,1259,1278.6160331319606,True,3,risk_on,1.0,3,risk_on,0.9915814674324255,,0.0,2.3694561308446743e-17,0.0,1.0,4.0881188265112794e-83,0.008418532567574548,4.030081192883211e-20,0.9915814674324255
2021-09-30,4,2016-09-30,2021-09-30,1259,762.2427699609535,True,0,risk_on,1.0,0,risk_on,0.9919716490537583,,1.0,5.1072204537488e-19,0.0,1.5489785816850768e-116,0.9919716490537583,0.002675017599380365,7.112277998259371e-22,0.0053533333468613175
2021-10-29,4,2016-10-31,2021-10-29,1259,228.53854106417432,True,0,risk_on,1.0,0,risk_on,0.9954458938969964,,1.0,0.0,0.0,4.835263292472716e-128,0.9954458938969964,0.0,1.5934776692658375e-130,0.004554106103003545
2021-11-30,4,2016-11-30,2021-11-30,1259,1226.6640200534061,True,0,risk_on,0.9999994822448092,0,risk_on,0.9913952769217996,,0.9999994822448092,0.0,5.177551605307527e-07,0.0,0.9913952769217996,1.0937952813395385e-09,0.008604721984374895,8.836053405435222e-239
2021-12-31,4,2017-01-03,2021-12-31,1259,1014.2393416488309,True,1,recovery_or_normalization,0.9999999997717168,1,recovery_or_normalization,0.9955296646321039,,1.284487848540052e-298,0.9999999997717168,2.2826831552567084e-10,0.0,5.566354127653709e-55,0.9955296646321039,0.0029803001686098335,0.0014900351992713863
2022-01-31,4,2017-01-31,2022-01-31,1260,409.97682653517523,True,0,risk_on,1.0,0,risk_on,0.9945098927663664,,1.0,0.0,2.828694969177618e-14,0.0,0.9945098927663664,6.403727201538724e-17,0.005490107233661773,0.0
2022-02-28,4,2017-02-28,2022-02-28,1260,-139.44327075493936,True,0,risk_on,0.9999867363640338,0,risk_on,0.9876661131885723,,0.9999867363640338,0.0,1.3263635953736392e-05,0.0,0.9876661131885723,1.9365235313620636e-08,0.012333867446179935,3.0628327107427923e-233
2022-03-31,4,2017-03-31,2022-03-31,1260,176.55177348522773,True,1,risk_on,1.0,1,risk_on,0.9953504076082197,,6.230959257742874e-32,1.0,0.0,1.490343173664062e-189,0.004649592391780211,0.9953504076082197,1.3167735264013135e-34,1.3167791453510092e-34
2022-04-29,4,2017-05-01,2022-04-29,1260,-48.57403368797607,True,3,risk_on,1.0,3,risk_on,0.9971742930617534,,0.0,8.887517077602351e-19,0.0,1.0,2.250783496042601e-270,0.0028257069382464427,1.8702467064475347e-21,0.9971742930617534
2022-05-31,4,2017-05-31,2022-05-31,1260,136.72401356064813,True,3,inflation_rates_shock,1.0,3,inflation_rates_shock,0.9897223657860257,,1.349657082301194e-272,0.0,0.0,1.0,0.00881049707613806,0.0014671371378363253,0.0,0.9897223657860257
2022-06-30,4,2017-06-30,2022-06-30,1259,187.93112068722402,True,1,recovery_or_normalization,1.0,1,recovery_or_normalization,0.9844958268775085,,2.822768817701847e-255,1.0,0.0,4.6734142700599105e-31,0.00386984889214609,0.9844958268775085,0.003869848531107922,0.007764475699237377
2022-07-29,4,2017-07-31,2022-07-29,1259,90.74690908125618,True,0,recovery_or_normalization,1.0,0,recovery_or_normalization,0.9832237120729953,,1.0,1.4493598480958137e-215,5.251317405171191e-15,0.0,0.9832237120729953,0.006415478504980572,0.01036080942202946,1.051165336855171e-17
2022-08-31,4,2017-08-31,2022-08-31,1259,-398.77442919354814,True,1,inflation_rates_shock,1.0,1,inflation_rates_shock,0.9809222992607832,,1.3699644782026099e-97,1.0,0.0,2.435210308725783e-30,0.011939968796480521,0.9809222992607832,0.0023792437193729606,0.004758488223363335
2022-09-30,4,2017-10-02,2022-09-30,1259,-242.80049624415832,True,0,inflation_rates_shock,1.0,0,inflation_rates_shock,0.9802141440908144,,1.0,2.7827275595235372e-86,0.0,1.0128092432882014e-244,0.9802141440908144,0.004389686560889369,0.002194842920443444,0.013201326427852779
2022-10-31,4,2017-10-31,2022-10-31,1259,-116.43381498141545,True,1,inflation_rates_shock,1.0,1,inflation_rates_shock,0.987694750927102,,7.895705750723787e-54,1.0,0.0,6.381570338569172e-155,0.008203480636643857,0.987694750927102,4.5297865493077374e-157,0.004101768436254051
2022-11-30,4,2017-11-30,2022-11-30,1259,-245.6526314160581,True,0,inflation_rates_shock,0.9999999999999716,0,inflation_rates_shock,0.984955319645473,,0.9999999999999716,0.0,2.5350748387811334e-14,3.4340306722565995e-46,0.984955319645473,1.1634152139868266e-16,0.0037614706776547056,0.011283209676869214
2022-12-30,4,2018-01-02,2022-12-30,1259,-218.76575916971163,True,0,inflation_rates_shock,1.0,0,inflation_rates_shock,0.996063027336646,,1.0,8.671736934341952e-97,0.0,2.6949588139434375e-70,0.996063027336646,2.849144503542682e-52,1.5875605614658175e-72,0.003936972663354046
2023-01-31,4,2018-01-31,2023-01-31,1259,-240.75881674531865,True,3,inflation_rates_shock,1.0,3,inflation_rates_shock,0.991103709581444,,6.165475456001124e-33,7.401022056305666e-16,0.0,1.0,0.00444814726798625,0.004448143150570446,3.4093146270741075e-18,0.991103709581444
2023-02-28,4,2018-02-28,2023-02-28,1259,98.58488144101108,True,1,inflation_rates_shock,1.0,1,inflation_rates_shock,1.0,,6.121666693081693e-81,1.0,0.0,0.0,2.332830683032322e-57,1.0,2.2578103014299577e-83,2.6809579147903687e-210
2023-03-31,4,2018-04-02,2023-03-31,1260,-167.90185709137853,True,1,recovery_or_normalization,1.0,1,recovery_or_normalization,0.9717130827458159,,6.851372112604263e-20,1.0,0.0,5.046325579754355e-19,0.009428932440538775,0.9717130827458159,0.009428931618644082,0.009429053195001225
2023-04-28,4,2018-04-30,2023-04-28,1259,-19.911787320134966,True,1,inflation_rates_shock,0.9999995337140412,1,inflation_rates_shock,0.991535027738977,,2.6706587708586923e-37,0.9999995337140412,0.0,4.662859574962086e-07,0.005641348627579667,0.991535027738977,9.342487604612752e-40,0.002823623633442017
2023-05-31,4,2018-05-31,2023-05-31,1259,-104.81286048610295,True,0,risk_on,1.0,0,risk_on,0.9947133924025084,,1.0,0.0,7.902046201070104e-26,5.497028089755023e-29,0.9947133924025084,3.4762987555896425e-28,0.00264331419774776,0.002643293399743834
2023-06-30,4,2018-07-02,2023-06-30,1258,37.70815163809411,True,0,inflation_rates_shock,1.0,0,inflation_rates_shock,0.9903171447875696,,1.0,3.694010590890343e-70,0.0,1.3841016498007946e-50,0.9903171447875696,1.2124204718619023e-52,6.0620299373717755e-53,0.009682855212430475
2023-07-31,4,2018-07-31,2023-07-31,1258,56.76119610304671,True,1,risk_on,0.9999999999489759,1,risk_on,0.9959731807286255,,5.10275362454066e-11,0.9999999999489759,0.0,1.3611112048468875e-223,0.0013422935398219968,0.9959731807286255,7.672543101822108e-226,0.0026845257315560303
2023-08-31,4,2018-08-31,2023-08-31,1258,-56.648687580353965,True,1,risk_on,1.0,1,risk_on,0.9959716150573149,,4.0131357075157284e-16,1.0,5.1079815307828375e-197,0.0,0.001342797616360825,0.9959716150573149,0.002685587326324583,6.583502773381959e-157
2023-09-29,4,2018-10-01,2023-09-29,1258,-220.78500135237044,True,1,inflation_rates_shock,1.0,1,inflation_rates_shock,0.9899658679824267,,3.3714941843266166e-32,1.0,5.904043819340942e-108,0.0,0.008027362780983116,0.9899658679824267,0.0020067692365901223,1.1194088465473583e-110
2023-10-31,4,2018-10-31,2023-10-31,1258,79.36685072067385,True,1,inflation_rates_shock,1.0,1,inflation_rates_shock,0.99199479632901,,7.540985480597481e-21,1.0,1.4008553227924311e-41,0.0,0.008005203670990124,0.99199479632901,6.649052112502567e-23,3.324497411388521e-23
2023-11-30,4,2018-11-30,2023-11-30,1258,556.2702467924929,True,3,inflation_rates_shock,1.0,3,inflation_rates_shock,0.9977338718818259,,1.8533399574824737e-77,5.568035415803061e-43,0.0,1.0,6.004994025612815e-45,0.0022661281181740617,3.0024578289663205e-45,0.9977338718818259
2023-12-29,4,2018-12-31,2023-12-29,1259,292.6086639330601,True,1,recovery_or_normalization,0.999998839927391,1,recovery_or_normalization,0.9794615176621259,,1.1600725810936798e-06,0.999998839927391,0.0,1.6104976056599455e-28,0.01232371977440271,0.9794615176621259,2.73145577140019e-31,0.008214762563443525
2024-01-31,4,2019-01-31,2024-01-31,1259,828.0410685565782,True,1,inflation_rates_shock,1.0,1,inflation_rates_shock,1.0,,0.0,1.0,1.2614805371895653e-179,5.1263153878878964e-285,2.14658571575981e-182,1.0,6.994983173926055e-142,4.2932005653858125e-182
2024-02-29,4,2019-02-28,2024-02-29,1260,-118.63354378091628,True,0,risk_on,0.9999993896062465,0,risk_on,0.9959457985504641,,0.9999993896062465,6.10393747887899e-07,0.0,1.7799797207607886e-71,0.9959457985504641,0.0027030355333641756,0.0013511628165183373,3.099647813367505e-09
2024-03-28,4,2019-03-28,2024-03-28,1260,306.6514492969197,True,0,risk_on,0.9999999986708303,0,risk_on,0.9958586398624624,,0.9999999986708303,1.5869127530921217e-45,0.0,1.3291543758102377e-09,0.9958586398624624,0.0013801771008785527,1.0277235624572427e-47,0.0027611830366439417
2024-04-30,4,2019-04-30,2024-04-30,1260,487.1426227479438,True,3,inflation_rates_shock,1.0,3,inflation_rates_shock,0.9922241060748105,,0.0,3.0373217861948485e-93,4.819805653949239e-35,1.0,2.502278889414531e-37,2.5022791065247688e-37,0.0077758939251896175,0.9922241060748105
2024-05-31,4,2019-05-31,2024-05-31,1260,22.08282244350696,True,2,risk_on,1.0,2,risk_on,0.9960707601908839,,2.3584588751743342e-17,4.976863119964956e-21,1.0,0.0,0.0026195159945288727,0.0013097238145872265,0.9960707601908839,2.756389002001562e-23
2024-06-28,4,2019-06-28,2024-06-28,1259,212.536499785257,True,0,risk_on,0.9999999988252455,0,risk_on,0.9915136251505343,,0.9999999988252455,1.398393386791324e-23,0.0,1.1747537242028101e-09,0.9915136251505343,7.929396663616599e-12,1.6565357586256881e-18,0.008486374841535452
2024-07-31,4,2019-07-31,2024-07-31,1259,383.4290438429394,True,0,risk_on,0.9999999990064907,0,risk_on,0.9898056143991955,,0.9999999990064907,9.93502848215927e-10,0.0,5.00352221993778e-60,0.9898056143991955,0.0033980796858493444,1.9073312934603028e-62,0.006796305914948828
2024-08-30,4,2019-08-30,2024-08-30,1259,324.1723433169896,True,2,risk_on,0.999999797497103,2,risk_on,0.9954988748098594,,2.025029203284888e-07,4.9791295627556425e-29,0.999999797497103,0.0,0.0030008590549462973,1.1677462994789536e-09,0.9954988748098594,0.0015002649674711644
2024-09-30,4,2019-09-30,2024-09-30,1259,439.7149709538619,True,0,risk_on,0.999999795041752,0,risk_on,0.996804627445836,,0.999999795041752,4.1657448417871723e-47,2.0495823864102918e-07,0.0,0.996804627445836,1.0275873210257172e-09,0.0015978284169597455,0.0015975431096076514
2024-10-31,4,2019-10-31,2024-10-31,1259,479.00630658716375,True,3,inflation_rates_shock,0.9999994115846701,3,inflation_rates_shock,0.9865718871701524,,1.8331374764855386e-52,5.884153267446562e-07,0.0,0.9999994115846701,0.00805647525990033,0.005371636649790418,9.201538050009e-10,0.9865718871701524
2024-11-29,4,2019-11-29,2024-11-29,1259,655.8388989480144,True,0,risk_on,1.0,0,risk_on,0.9970395057379094,,1.0,1.9066295735682862e-68,5.001142758162788e-15,0.0,0.9970395057379094,4.409552731077033e-17,0.0014802500637819105,0.0014802441983135905
2024-12-31,4,2019-12-31,2024-12-31,1259,845.8057673580137,True,2,risk_on,0.9999999999879492,2,risk_on,0.9961351675260692,,0.0,1.2041897419163868e-11,0.9999999999879492,4.2574718494182664e-151,3.940882467600213e-153,0.002576604316411484,0.9961351675260692,0.0012882281575103138
2025-01-31,4,2020-01-31,2025-01-31,1258,490.93563243376934,True,1,risk_on,1.0,1,risk_on,0.9958389897363613,,1.7548215104355766e-14,1.0,2.0589501115120457e-60,0.0,0.0027740454290641815,0.9958389897363613,1.911475148408144e-16,0.0013869648345920262
2025-02-28,4,2020-02-28,2025-02-28,1258,678.9532775892358,True,1,risk_on,1.0,1,risk_on,0.9983998984457405,,3.8240201844379004e-62,1.0,5.933999204064962e-17,0.0,4.733615342205314e-19,0.9983998984457405,0.0016001015542596048,1.6418723057901083e-64
2025-03-31,4,2020-03-31,2025-03-31,1257,-140.4916414661238,True,0,risk_on,0.9999986389436682,0,risk_on,0.9935663660327599,,0.9999986389436682,0.0,1.3610495426170865e-06,6.7890670924511685e-12,0.9935663660327599,6.734277705048049e-09,0.004289802539799919,0.002143824693162363
2025-04-30,4,2020-04-30,2025-04-30,1257,-325.75746938880064,True,2,defensive_risk_off,1.0,2,defensive_risk_off,0.9922110633000093,,3.043510451315181e-261,0.0,1.0,1.0543172826053374e-179,0.005192062771106614,3.502878585896366e-270,0.9922110633000093,0.0025968739288840526
2025-05-30,4,2020-06-01,2025-05-30,1257,-1841.0252913731515,True,0,recovery_or_normalization,1.0,0,recovery_or_normalization,0.9803370956916161,,1.0,3.882102586111651e-263,1.5622295120025504e-63,1.3715168514817994e-107,0.9803370956916161,0.008426279922216303,0.008427308562152527,0.002809315824015018
2025-06-30,4,2020-06-30,2025-06-30,1256,-2332.0517416037537,True,3,recovery_or_normalization,1.0,3,recovery_or_normalization,0.9811798004581876,,9.264633923009446e-95,6.1054646171807274e-189,6.498042931523793e-77,1.0,0.00376284778019627,3.2148769360240663e-79,0.015057351761616137,0.9811798004581876
2025-07-31,4,2020-07-31,2025-07-31,1256,-2344.0023147722454,True,1,risk_on,0.9999999628189478,1,risk_on,0.9810520925662851,,3.7180546786548536e-08,0.9999999628189478,4.190181932986383e-13,7.141257444788748e-120,0.01081935755355499,0.9810520925662851,0.008128549880067889,5.584974629734173e-15
2025-08-29,4,2020-08-31,2025-08-29,1256,-1905.3874745504131,True,3,recovery_or_normalization,0.9999998333971828,3,recovery_or_normalization,0.9841619454529313,,1.6660286749003839e-07,2.031851528855063e-24,1.618697241819056e-38,0.9999998333971828,0.007918445141099887,0.007919608954428666,4.5159032996415765e-10,0.9841619454529313
2025-09-30,4,2020-09-30,2025-09-30,1256,-1810.4734823908288,True,2,risk_on,1.0,2,risk_on,0.9897157990525467,,2.911300456988804e-19,4.433323292742622e-126,1.0,7.025021493262734e-65,0.010284200947453297,1.342864485949945e-66,0.9897157990525467,2.2543974227757016e-21
2025-10-31,4,2020-11-02,2025-10-31,1256,-1905.7876850204107,True,0,risk_on,1.0,0,risk_on,0.9938421893172341,,1.0,1.6701172502628891e-19,1.0639162037741334e-42,5.9346526270890526e-58,0.9938421893172341,0.00461647858589775,0.001541332096868086,1.8231807316036682e-21
2025-11-28,4,2020-11-30,2025-11-28,1256,-1486.3125104366748,True,3,recovery_or_normalization,0.998737317678769,3,recovery_or_normalization,0.9857357764003761,,0.0012626822378298352,3.0805368374664536e-24,8.338166702167376e-11,0.998737317678769,0.011649020071005892,3.4875498313525886e-06,0.0026117159787672046,0.9857357764003761
2025-12-31,4,2020-12-31,2025-12-31,1256,-1611.075729600753,True,3,recovery_or_normalization,0.9999999779013253,3,recovery_or_normalization,0.9812227483929415,,2.2098736708131515e-08,2.1391208722851023e-21,2.9486767344773006e-46,0.9999999779013253,0.014084106200689884,0.004693145346422776,6.000777789611063e-11,0.9812227483929415
2026-01-30,4,2021-02-01,2026-01-30,1256,-1566.2965303527371,True,2,risk_on,1.0,2,risk_on,0.9921334263455817,,9.803390376825207e-32,1.73128731559487e-77,1.0,3.732122951694018e-55,0.0062933924410514125,1.2042834816378445e-56,0.9921334263455817,0.001573181213367009
2026-02-27,4,2021-03-01,2026-02-27,1256,-1611.7430507188249,True,0,risk_on,0.9999999999997726,0,risk_on,0.9886268370741716,,0.9999999999997726,2.157885718453613e-52,3.178906432337283e-13,2.0544210774015646e-77,0.9886268370741716,0.0019731260532091445,0.009400036872707495,1.9770221855940106e-15
2026-03-31,4,2021-03-31,2026-03-31,1256,-844.9980351936946,True,1,defensive_risk_off,0.9999999999930651,1,defensive_risk_off,0.9793567993995618,,1.7642955024743113e-80,0.9999999999930651,3.264149706831746e-26,6.901718011222631e-12,1.52641196125892e-14,0.9793567993995618,0.013761550446653278,0.006881650153736248
2026-04-30,4,2021-04-30,2026-04-30,1256,-1852.8106973011868,True,2,recovery_or_normalization,1.0,2,recovery_or_normalization,0.9677258976822182,,2.2592566093620996e-40,1.265119869593799e-20,1.0,5.4302947498782666e-17,3.2453320262187924e-19,0.00921533064281104,0.9677258976822182,0.02305877167497096
