date,regime,regime_label,prob_regime_0,prob_regime_1,prob_regime_2,prob_regime_3
2024-08-30,2,risk_on,5.422420208427299e-10,2.413117494392072e-07,0.9999997581453791,2.512303775487067e-52
2024-09-03,2,risk_on,1.7087165345773096e-06,9.756003553261964e-07,0.9999973156827412,1.0052965299356838e-42
2024-09-04,2,risk_on,0.0023088204307122346,0.00023913356632719105,0.9974520460028743,6.429316021195701e-38
2024-09-05,2,risk_on,0.000250766808426762,1.2405350960563655e-06,0.9997479926565527,5.066945548533364e-43
2024-09-06,2,risk_on,0.00014334339619907934,6.678680759581117e-06,0.9998499779234269,1.4440042655684716e-43
2024-09-09,2,risk_on,1.5924034755586352e-06,4.706698675767046e-07,0.9999979369261746,1.0534765656139631e-47
2024-09-10,2,risk_on,8.633028326428898e-09,1.6801506541190168e-07,0.9999998233524977,2.0433184167728863e-50
2024-09-11,2,risk_on,2.6170743285851547e-09,6.275214574684106e-08,0.9999999346309799,6.581361940048825e-51
2024-09-12,2,risk_on,5.221206485670186e-10,1.5876168589169236e-07,0.9999998407165676,1.6277063787652075e-50
2024-09-13,2,risk_on,1.5596700061535782e-09,5.444075410708428e-07,0.9999994540322985,2.0745996424812003e-50
2024-09-16,2,risk_on,1.911596234821794e-09,1.8406790029973353e-07,0.9999998140210837,2.199780934601033e-52
2024-09-17,2,risk_on,1.8592630015523967e-09,5.023996767810723e-07,0.9999994957417037,1.2491677217330162e-53
2024-09-18,2,risk_on,1.399608344634215e-09,1.0768301002347373e-06,0.9999989217709655,2.479617713157465e-54
2024-09-19,2,risk_on,1.6636968357268897e-09,7.882716530292097e-07,0.9999992100641457,1.846463951107542e-52
2024-09-20,2,risk_on,9.886653336000041e-10,7.125091268097713e-07,0.999999286501661,3.9411501164937553e-53
2024-09-23,2,risk_on,5.8074278581706e-10,1.957373591715384e-07,0.99999980368195,1.7881932179423554e-53
2024-09-24,2,risk_on,9.908451318819757e-10,1.3068612376637768e-06,0.999998692147474,1.0943284218493327e-53
2024-09-25,2,risk_on,1.0624960632897999e-09,1.7508904394868934e-06,0.9999982480473476,1.920726090546747e-53
2024-09-26,2,risk_on,1.292660583694169e-09,2.628603342861695e-06,0.9999973701031216,2.877284074532545e-53
2024-09-27,2,risk_on,8.388320671810324e-10,4.1897705135391954e-07,0.9999995801846098,5.818722398623765e-51
2024-09-30,2,risk_on,2.5321995483347418e-09,1.5496737350375e-06,0.999998447793882,1.3941427039109366e-49
2024-10-01,2,risk_on,2.5939350272490167e-09,2.3820513559293797e-06,0.999997615355029,3.568270854283558e-49
2024-10-02,2,risk_on,2.2822963405480682e-10,6.308951732662788e-08,0.9999999366827999,1.3631102760588014e-50
2024-10-03,2,risk_on,2.602068830087388e-10,8.362661247623372e-08,0.9999999161136692,9.024767125017739e-50
2024-10-04,2,risk_on,6.829207743578427e-10,1.341740710346256e-07,0.9999998651437727,7.945540775278856e-48
2024-10-07,2,risk_on,3.836045367673242e-10,4.0841242803685764e-08,0.999999958774425,4.1052336909263036e-47
2024-10-08,2,risk_on,6.6108413488329585e-09,4.6979863963793267e-07,0.9999995235904178,4.886915666003971e-46
2024-10-09,2,risk_on,1.43358782160844e-08,7.628278842437827e-07,0.9999992228370793,4.156360456377141e-46
2024-10-10,2,risk_on,2.7644805723362962e-08,6.262692122217571e-07,0.9999993460862562,4.925784473486693e-45
2024-10-11,2,risk_on,3.0600239209034274e-08,3.1099333369239553e-06,0.9999968594669756,1.1320402801578021e-45
2024-10-14,2,risk_on,4.167082711479415e-08,6.80550782158262e-06,0.9999931528216391,4.544028618749086e-46
2024-10-15,2,risk_on,1.2844780550530812e-09,9.202166223325613e-07,0.9999990784985737,3.322356562960896e-45
2024-10-16,2,risk_on,2.8761530593549175e-10,1.8372580023506758e-07,0.9999998159874108,1.3192872679087243e-44
2024-10-17,2,risk_on,1.7852626120169293e-10,3.9786570583897066e-08,0.9999999600349846,2.7439892147125145e-43
2024-10-18,2,risk_on,1.7207068925952897e-09,2.257078736176325e-07,0.9999997725717807,2.3085677022144076e-44
2024-10-21,2,risk_on,3.3059970106736886e-09,3.3197733411206896e-08,0.9999999634965213,8.681627213820518e-45
2024-10-22,2,risk_on,9.34185283097389e-10,1.318361359250048e-08,0.9999999858828232,8.819234578298723e-40
2024-10-23,2,risk_on,1.279838003167814e-09,4.68920564815621e-09,0.9999999940300768,6.9481920023920154e-40
2024-10-24,2,risk_on,5.06132507124015e-10,1.931642133219789e-08,0.9999999801766537,7.86100848150818e-40
2024-10-25,2,risk_on,3.885106751687976e-10,3.903404551685456e-09,0.999999995707185,3.2137390159428145e-39
2024-10-28,2,risk_on,4.661087845024065e-10,3.9793264998048956e-10,0.99999999913598,5.002650782624367e-40
2024-10-29,2,risk_on,1.4246956365543826e-10,2.2360168886808495e-09,0.9999999976207619,2.5611106433117876e-40
2024-10-30,2,risk_on,2.1805832453501045e-11,4.387259298324278e-11,0.9999999999345164,1.6188367018719745e-38
2024-10-31,2,risk_on,7.100261139054526e-10,1.7029195680914208e-09,0.9999999975862011,1.091506048704998e-43
2024-11-01,2,risk_on,4.1824097603285736e-10,4.694515163523293e-10,0.9999999991123332,9.770211325818506e-45
2024-11-04,2,risk_on,2.998869265304308e-10,7.686658747426177e-09,0.9999999920128175,1.0212587075977866e-47
2024-11-05,2,risk_on,1.3174996744225216e-09,5.663205845436565e-08,0.9999999420506372,3.2609941594066116e-50
2024-11-06,2,risk_on,5.749819100544793e-11,3.8725227105495334e-08,0.9999999612173277,1.504834240422481e-41
2024-11-07,2,risk_on,2.9226167670847605e-10,1.6910053901816763e-07,0.9999998306066261,7.534286512702005e-42
2024-11-08,2,risk_on,3.2162768761133483e-10,2.3832359873063896e-07,0.9999997613540756,2.0530694338989762e-42
2024-11-11,2,risk_on,1.9220160129972937e-10,2.1362500616594162e-07,0.9999997861832755,1.1953639948008118e-40
2024-11-12,2,risk_on,4.55586827852801e-10,6.241515815876501e-08,0.9999999371284523,8.316562109550584e-40
2024-11-13,2,risk_on,6.07846531063244e-10,1.115319476434293e-07,0.9999998878593096,8.270522178565954e-43
2024-11-14,2,risk_on,2.602904434879954e-10,9.807293469865393e-08,0.9999999016672567,1.4776898164359867e-42
2024-11-15,2,risk_on,4.30196511749945e-10,1.445106448226003e-07,0.9999998550592969,6.658128986714307e-42
2024-11-18,2,risk_on,2.7116319107606377e-10,1.39947660899804e-07,0.9999998597813927,3.593657311584147e-43
2024-11-19,2,risk_on,8.908679737606095e-11,1.653081362021366e-07,0.9999998346029452,6.775480190237968e-45
2024-11-20,2,risk_on,8.305814982224326e-11,1.295846735052528e-07,0.9999998703315298,6.2595597426058236e-43
2024-11-21,2,risk_on,5.158461685960346e-11,7.82629618163454e-08,0.9999999216852333,3.8442129819942765e-42
2024-11-22,2,risk_on,7.423822352219304e-11,9.130289461258781e-08,0.9999999086230715,2.722963888794846e-41
2024-11-25,2,risk_on,1.9912880272834836e-10,1.4776411538335114e-07,0.999999852036137,4.4008877608908995e-44
2024-11-26,2,risk_on,1.6660516613300397e-10,1.7167150935594336e-07,0.9999998281619048,9.468904167532394e-44
2024-11-27,2,risk_on,1.6446646036283546e-10,2.5618960597935476e-07,0.9999997436462182,1.1368299925729529e-42
2024-11-29,2,risk_on,7.307860144917779e-10,1.784661724131871e-07,0.999999820802275,8.63073541113674e-45
2024-12-02,2,risk_on,4.493492401370343e-09,9.651232254328991e-08,0.9999998989933425,1.5292924605120904e-49
2024-12-03,2,risk_on,1.6562155475430363e-09,1.986611377280781e-08,0.9999999784777176,1.177770267161771e-51
2024-12-04,2,risk_on,1.3350338079964975e-09,5.6013117819483566e-09,0.9999999930641934,6.048239804138106e-53
2024-12-05,2,risk_on,1.6928041422147254e-09,2.5367926624727184e-08,0.999999972938895,5.80491645867753e-51
2024-12-06,2,risk_on,4.1335210590380636e-09,7.43137631089834e-08,0.9999999215524471,8.030228091749104e-55
2024-12-09,2,risk_on,6.041324260003999e-10,1.5494715345840977e-07,0.9999998444491333,7.226174196987856e-55
2024-12-10,2,risk_on,6.683036271837767e-10,5.69721503884095e-07,0.9999994296105604,1.3510288026026934e-56
2024-12-11,2,risk_on,7.716001534150356e-10,3.484865592530378e-07,0.9999996507413625,1.4715160758938235e-55
2024-12-12,2,risk_on,5.137038747165214e-10,2.5135031970362887e-07,0.999999748135483,1.509248589860108e-59
2024-12-13,2,risk_on,1.4881329112682537e-10,2.359513809492302e-07,0.9999997639006603,7.7003796238139965e-59
2024-12-16,2,risk_on,1.3956434335658848e-10,1.1068481119322157e-07,0.9999998891762577,1.5256568420949246e-60
2024-12-17,2,risk_on,3.2632523959333544e-11,1.8635405591328885e-06,0.9999981364270837,2.031190474564748e-57
2024-12-18,2,risk_on,1.1253182286264463e-09,0.0024970345760007492,0.997502964298701,2.3597027553702541e-60
2024-12-19,2,risk_on,4.52299416085721e-10,0.00015013420337284096,0.999849865344881,4.2146935352479566e-63
2024-12-20,2,risk_on,1.5352795493781796e-10,5.716647814729831e-07,0.9999994281808356,5.3018135254225923e-67
2024-12-23,2,risk_on,1.446178457787985e-10,3.631883225597088e-07,0.9999996366678466,3.557126041139566e-66
2024-12-24,2,risk_on,3.285126342770301e-10,8.100467016497929e-07,0.9999991896241782,2.9766901466983544e-66
2024-12-26,2,risk_on,3.468544342296152e-10,1.4040495513271363e-06,0.9999985956029235,2.643706904809469e-66
