from_regime,0,1,2,3,4
0,0.9886064855390009,0.0017528483786152498,0.009640666082383873,0.0,0.0
1,0.0,0.9724137931034482,0.0,0.020689655172413793,0.006896551724137931
2,0.0055147058823529415,0.0,0.9917279411764706,0.0,0.0027573529411764708
3,0.0,0.004464285714285714,0.0,0.9866071428571429,0.008928571428571428
4,0.0010649627263045794,0.002129925452609159,0.007454739084132056,0.0,0.9893503727369543
