from_regime,0,1,2,3
0,0.9863387978142076,0.001366120218579235,0.009562841530054645,0.00273224043715847
1,0.0056925996204933585,0.976280834914611,0.017077798861480076,0.0009487666034155598
2,0.000376081233546446,0.008649868371568259,0.9905979691613388,0.000376081233546446
3,0.016666666666666666,0.0,0.0,0.9833333333333333
