date,regime,regime_label,prob_regime_0,prob_regime_1,prob_regime_2,prob_regime_3,prob_regime_4
2009-08-24,3,recovery_or_normalization,2.3336766178019743e-119,1.3735062466229986e-45,5.883777498222299e-268,1.0,7.716969920368626e-64
2009-08-25,3,recovery_or_normalization,5.895530132228943e-112,2.0983495728944453e-48,8.056961943234077e-258,1.0,1.3918629884305e-59
2009-08-26,3,recovery_or_normalization,6.247190111058034e-103,4.077443878375861e-44,3.1942529208447564e-246,1.0,7.165552864032374e-51
2009-08-27,3,recovery_or_normalization,3.2106841156027946e-95,3.918902746832135e-38,2.538327325496198e-230,1.0,4.116520972829028e-45
2009-08-28,3,recovery_or_normalization,1.3339144206808221e-87,2.9765213475592233e-36,4.995401258991253e-202,1.0,3.198568779041993e-42
2009-08-31,3,recovery_or_normalization,7.710949412342451e-91,1.6845372782510997e-33,2.9074198028802893e-190,1.0,1.9506716321335344e-41
2009-09-01,3,recovery_or_normalization,3.253994984336605e-91,7.486128666384024e-40,1.7002023599316712e-192,1.0,3.190263858794677e-35
2009-09-02,3,recovery_or_normalization,1.9756460019960663e-92,3.9976330824452866e-39,1.0873249789291545e-179,1.0,2.0801406091850433e-28
2009-09-03,3,recovery_or_normalization,2.627830782609577e-93,1.6903012034417894e-40,4.908573251494335e-171,1.0,1.107843046986485e-21
2009-09-04,3,recovery_or_normalization,1.5196074804643768e-92,2.6167929289975126e-41,2.8666665318735172e-155,1.0,2.68323812766614e-14
2009-09-08,3,recovery_or_normalization,2.3568017315907027e-84,9.187441216522898e-42,6.675778150910244e-129,0.9999999999090505,9.074958807830835e-11
2009-09-09,3,recovery_or_normalization,5.533120253877749e-84,4.628395491365174e-41,1.8428092014943075e-121,0.9999998432158587,1.567837240892298e-07
2009-09-10,3,recovery_or_normalization,9.91067629389184e-77,1.5936329905985475e-39,1.2006494223061284e-116,0.9999771757169569,2.2824282844148714e-05
2009-09-11,3,recovery_or_normalization,1.7759398539082857e-76,6.676583652320468e-35,1.1972702314502898e-106,0.8082605581435423,0.1917394418562148
2009-09-14,4,mixed_or_neutral_4,1.3130200952632607e-77,2.3215618019791577e-36,9.952117413627335e-89,0.01525168105903455,0.9847483189405761
2009-09-15,4,mixed_or_neutral_4,4.592074700126644e-78,1.1136564653817154e-39,1.8668050980072366e-91,0.0018239068951138658,0.9981760931045581
2009-09-16,4,mixed_or_neutral_4,7.4659026931908465e-81,1.4240295105791306e-37,1.4767323186105477e-98,0.0010633529093763523,0.9989366470905121
2009-09-17,4,mixed_or_neutral_4,7.646331411585945e-75,2.348055181450084e-37,7.931161460474149e-89,0.00016551958084024692,0.999834480419099
2009-09-18,4,mixed_or_neutral_4,4.7424561652800395e-77,2.7355492243123713e-36,1.0178348944845176e-84,1.1686097853182444e-07,0.9999998831390327
2009-09-21,4,mixed_or_neutral_4,1.0393524467578266e-82,1.0160203498454911e-39,1.6519533503015997e-65,4.783055692873795e-13,0.9999999999990905
2009-09-22,4,mixed_or_neutral_4,3.6080055034079015e-74,4.422116297742295e-45,1.9971927615536902e-53,2.0089885852303637e-20,1.0
2009-09-23,4,mixed_or_neutral_4,3.1336678863168817e-68,2.1146438238249197e-42,1.622823824911132e-58,1.856409770865166e-27,1.0
2009-09-24,4,mixed_or_neutral_4,1.764088289508115e-67,2.4091554450863055e-34,2.930087621758754e-60,3.878932635192998e-34,1.0
2009-09-25,4,mixed_or_neutral_4,8.154498162999394e-54,1.0146808470231114e-33,4.60345348132149e-61,7.038564701615483e-39,1.0
2009-09-28,4,mixed_or_neutral_4,2.2101869884566325e-52,1.7328022637277146e-32,2.7890968135640328e-24,2.9376591084446264e-49,1.0
2009-09-29,4,mixed_or_neutral_4,2.980998263997889e-52,1.0386537605185734e-33,1.313867268707169e-25,1.0601568593860852e-46,1.0
2009-09-30,4,mixed_or_neutral_4,1.9023067128940673e-45,2.101418814136413e-32,1.0835276540682401e-26,2.0042799580058583e-51,1.0
2009-10-01,4,mixed_or_neutral_4,1.775680195887024e-39,3.915324740272666e-35,1.5537371956782567e-17,8.635102269754104e-58,1.0
2009-10-02,4,mixed_or_neutral_4,3.2463648992332446e-39,2.38585790752764e-33,5.469679596192112e-16,6.90927203029924e-67,1.0
2009-10-05,4,mixed_or_neutral_4,1.080980024156339e-38,4.1411970399657644e-39,8.377204200422982e-15,3.9106279272739425e-67,1.0
2009-10-06,4,mixed_or_neutral_4,2.0241304640829115e-33,1.1875209795273648e-44,1.3179898216241822e-12,5.104936973905186e-74,0.9999999999990905
2009-10-07,4,mixed_or_neutral_4,7.027325643103282e-36,2.8027007893810067e-46,2.197616968470615e-11,2.3374665887456802e-80,0.9999999999781721
2009-10-08,4,mixed_or_neutral_4,4.26631190071615e-37,3.783350720117813e-46,8.855110945728887e-14,5.1617540693067585e-83,1.0
2009-10-09,4,mixed_or_neutral_4,5.033770855535634e-39,6.658355300211968e-42,4.637257296420401e-13,1.4799049497143533e-88,0.9999999999990905
2009-10-12,4,mixed_or_neutral_4,7.037663388410878e-36,8.968709303722007e-43,3.434566143029214e-12,2.6218175381563967e-86,0.999999999996362
2009-10-13,4,mixed_or_neutral_4,1.3194657101246383e-35,7.409025421517133e-43,7.966747628988233e-10,2.961619819931083e-92,0.9999999992032826
2009-10-14,4,mixed_or_neutral_4,1.1873103879035316e-37,1.198050524783464e-44,2.0006820019981133e-10,1.1064320457486085e-90,0.9999999997999112
2009-10-15,4,mixed_or_neutral_4,3.0376798840182143e-37,1.7178026880272769e-46,7.438952529419277e-11,3.369976841612783e-95,0.9999999999254214
2009-10-16,4,mixed_or_neutral_4,1.920364516839576e-36,3.830966547878493e-42,5.386496111446454e-10,5.800585791776217e-91,0.9999999994615791
2009-10-19,4,mixed_or_neutral_4,1.339611396528705e-35,4.822856710758766e-43,8.522571631856524e-11,6.360189020010797e-87,0.9999999999145075
2009-10-20,4,mixed_or_neutral_4,3.7255970631170093e-31,8.723153017511954e-42,3.050609634481529e-10,1.6875861398062324e-83,0.9999999996953193
2009-10-21,4,mixed_or_neutral_4,1.639105008118457e-32,1.3677343445878513e-38,7.930230864970108e-08,9.265771477459688e-87,0.9999999206975221
2009-10-22,4,mixed_or_neutral_4,2.0695510503054e-31,4.008547940347177e-38,3.0926554948174683e-07,6.194879146807234e-85,0.99999969073456
2009-10-23,4,mixed_or_neutral_4,7.068719173346178e-34,2.947500319138724e-37,1.8814774571238762e-06,3.105675008617816e-83,0.9999981185228045
2009-10-26,4,mixed_or_neutral_4,8.684332857410097e-36,5.941052000692273e-37,1.319665724069784e-07,2.1022301047793457e-87,0.9999998680332369
2009-10-27,4,mixed_or_neutral_4,1.5676566755592942e-37,6.524299936303445e-40,6.5045941591660254e-09,1.857873310250333e-86,0.9999999934952939
2009-10-28,4,mixed_or_neutral_4,1.9059651471898725e-35,1.3434129389495802e-37,3.0133223493068084e-11,1.5966682319013218e-85,0.9999999999699867
2009-10-29,4,mixed_or_neutral_4,1.167983110563093e-37,2.8235771227731166e-36,2.814242521532161e-09,6.141817205343392e-85,0.9999999971860234
2009-10-30,4,mixed_or_neutral_4,1.84186215508513e-33,4.096504202181725e-28,3.820381637856941e-11,4.93413773570105e-79,0.9999999999618012
2009-11-02,4,mixed_or_neutral_4,4.464946264283917e-33,5.329265023529901e-28,1.8710489318154557e-10,1.060084895292883e-71,0.9999999998126441
2009-11-03,4,mixed_or_neutral_4,5.558350208457764e-36,4.3897523042202313e-29,2.7235136834842234e-09,2.463934050960677e-72,0.9999999972760634
2009-11-04,4,mixed_or_neutral_4,4.097800492503764e-39,1.81733404084041e-28,9.376956447909837e-11,1.8006075850503924e-74,0.999999999906322
2009-11-05,4,mixed_or_neutral_4,4.887751883250658e-36,2.443751740846035e-31,1.9788737338258606e-08,1.0916488123642918e-79,0.9999999802112145
2009-11-06,4,mixed_or_neutral_4,3.2534274258007246e-39,1.0516377259246078e-34,5.4358783791199153e-08,7.146536248427156e-82,0.9999999456413221
2009-11-09,4,mixed_or_neutral_4,6.704898977366085e-38,1.004622479374799e-43,2.288552511668815e-10,7.667608753814441e-94,0.9999999997708073
2009-11-10,4,mixed_or_neutral_4,1.876749967897295e-36,1.1130232585314637e-43,9.104994918041289e-10,4.434583644483824e-106,0.9999999990895958
2009-11-11,4,mixed_or_neutral_4,1.6320102861461403e-37,2.9326581875023757e-40,3.9539431961884254e-10,1.875085003661098e-105,0.9999999996043698
2009-11-12,4,mixed_or_neutral_4,2.2216438223347655e-35,2.277218755818019e-43,1.7657147189735586e-09,1.0080593372522352e-100,0.9999999982346708
2009-11-13,4,mixed_or_neutral_4,1.6820950974014023e-36,2.1920156605377066e-50,3.0398250321434894e-11,7.282153072866653e-106,0.9999999999699867
2009-11-16,4,mixed_or_neutral_4,1.588200880813132e-34,1.661550963505754e-51,4.291246704903707e-12,1.4521404289261249e-114,0.9999999999954525
2009-11-17,4,mixed_or_neutral_4,2.5357711896900006e-33,1.5473196839244364e-49,9.60100138269517e-11,2.7542152836469434e-114,0.9999999999035936
2009-11-18,4,mixed_or_neutral_4,7.619612140289424e-35,3.1842670360179213e-47,1.6565179265929455e-09,2.0835142760425193e-112,0.9999999983438101
2009-11-19,4,mixed_or_neutral_4,2.5311157448487373e-34,4.403899608960274e-49,1.110738625416019e-08,8.438468014163346e-113,0.9999999888923412
2009-11-20,4,mixed_or_neutral_4,2.8029273408154538e-39,5.893335742214088e-49,1.114415866935708e-08,2.9566662563616475e-111,0.9999999888559614
2009-11-23,4,mixed_or_neutral_4,4.5943872088276146e-42,4.0742447345742835e-50,9.232261284068535e-11,3.4200793871960997e-112,0.9999999999072315
2009-11-24,4,mixed_or_neutral_4,2.478836016761479e-39,1.9823346523734327e-52,5.524688638465312e-12,6.573596401445952e-113,0.999999999994543
2009-11-25,4,mixed_or_neutral_4,5.09911428367094e-37,7.764579683991409e-50,2.9255847458438326e-10,7.590604991795972e-117,0.9999999997071427
2009-11-27,4,mixed_or_neutral_4,5.5190372574471145e-36,4.8816677991046636e-46,6.333716639823195e-10,1.2222266591344998e-114,0.9999999993669917
2009-11-30,4,mixed_or_neutral_4,2.4436122206196223e-37,9.65437986582234e-50,3.012757430900012e-11,6.703996827197116e-112,0.9999999999699867
2009-12-01,4,mixed_or_neutral_4,6.45774138479154e-38,2.3389246993498766e-46,9.027268849154473e-11,4.997279299985251e-115,0.99999999990996
2009-12-02,4,mixed_or_neutral_4,1.2489133203521973e-36,1.1332480689121304e-47,3.717300713377e-10,7.187199602836907e-109,0.9999999996280167
2009-12-03,4,mixed_or_neutral_4,4.187860686499617e-37,6.817236552957747e-49,1.2137761049047642e-08,4.858985787882766e-113,0.9999999878618837
2009-12-04,4,mixed_or_neutral_4,6.078985140631872e-35,3.3871702574221023e-48,8.900807099064618e-08,1.469440605157654e-116,0.999999910992305
2009-12-07,4,mixed_or_neutral_4,1.5186736601098581e-33,3.212968434761981e-48,9.412479033753569e-08,2.304173382613636e-118,0.9999999058754883
2009-12-08,4,mixed_or_neutral_4,1.5167149724887485e-30,2.9850664531541663e-46,1.5029823661035492e-06,1.631567700839583e-115,0.999998497017479
2009-12-09,4,mixed_or_neutral_4,2.689990684462711e-28,2.362975923401477e-42,0.0001997550497043067,1.0869568496757602e-108,0.9998002449504584
2009-12-10,4,mixed_or_neutral_4,1.203846180765923e-27,1.4676989945381298e-41,0.005516900324596012,1.80680904392121e-108,0.9944830996752416
2009-12-11,4,mixed_or_neutral_4,4.739110287724612e-26,3.568293432899486e-42,0.051058090392248394,5.376958475992434e-109,0.9489419096075594
2009-12-14,2,risk_on,4.278412826999388e-28,2.3094106098068734e-43,0.8867281825129094,6.916223956882673e-108,0.11327181748745363
2009-12-15,2,risk_on,1.8686456566826378e-30,1.8697502160524879e-41,0.9937296883586706,3.260551350470543e-108,0.006270311641575619
2009-12-16,2,risk_on,3.8266847294707886e-32,1.388760093253361e-40,0.9975974324946226,1.0224114256428206e-105,0.002402567505023853
2009-12-17,2,risk_on,3.753553132703443e-30,3.495961276978884e-40,0.9996455414576473,8.775285138178472e-98,0.00035445854194532877
2009-12-18,2,risk_on,1.9633255976090413e-30,1.1742609258482834e-41,0.9999763087767575,1.8994135520695525e-97,2.3691223126630152e-05
2009-12-21,2,risk_on,3.2406314771345026e-33,9.424920088933133e-42,0.9999988994428949,2.2992113197287354e-100,1.1005568244968788e-06
2009-12-22,2,risk_on,4.601064985636591e-36,9.747441317713611e-42,0.9999998262828891,1.6312227694872283e-95,1.7371681510999293e-07
2009-12-23,2,risk_on,7.833731426280532e-36,2.9112217425822533e-41,0.9999973944420456,1.4850108331177234e-93,2.605557518462506e-06
2009-12-24,2,risk_on,1.7536104625370747e-36,4.135821278716208e-39,0.9999952225585254,2.041863228856233e-93,4.7774413850853876e-06
2009-12-28,2,risk_on,2.2118725957135063e-34,1.270509414514835e-33,0.9999966953182629,4.612665578785511e-89,3.3046819897046527e-06
2009-12-29,2,risk_on,4.087253145554962e-33,7.258854995562382e-33,0.9999974318394614,2.0910991921876075e-83,2.5681602160499956e-06
2009-12-30,2,risk_on,1.253026790712906e-32,1.5298586904115996e-33,0.9999989880375897,7.436444805662396e-81,1.0119627974037495e-06
2009-12-31,2,risk_on,1.883254122827872e-33,5.7604257575074e-38,0.9999983163821147,3.205278130882112e-82,1.6836181883504874e-06
2010-01-04,2,risk_on,9.98206173266352e-35,1.2032163959223118e-41,0.9999953542045347,2.454629286213031e-87,4.645795237935233e-06
2010-01-05,2,risk_on,4.6251626891090043e-35,2.1338037973209612e-43,0.9999985344667773,1.6619777740492957e-90,1.4655333189954612e-06
2010-01-06,2,risk_on,5.394045247341518e-37,1.4146503053821135e-47,0.9999993592575499,3.8816063299875046e-95,6.407425301470531e-07
2010-01-07,2,risk_on,5.937735684254538e-37,3.754960347929657e-47,0.9999998318981084,1.5963639573672126e-98,1.6810143837765957e-07
2010-01-08,2,risk_on,2.951601057077614e-38,3.936793256294797e-49,0.9999999863102857,2.9046484507235566e-99,1.3689961780555616e-08
2010-01-11,2,risk_on,7.614290683495297e-38,7.283767405104842e-52,0.9999999855162969,4.5180575235863683e-100,1.448349520483359e-08
2010-01-12,2,risk_on,2.0979529142180923e-35,7.8168380041875e-50,0.999999982850568,8.797483720401307e-97,1.7149566689877606e-08
2010-01-13,2,risk_on,1.7872557716262322e-34,4.577913733465985e-51,0.9999999340270755,2.62188196358686e-97,6.597336424820858e-08
2010-01-14,2,risk_on,1.4331699669907253e-37,1.4532886365535842e-53,0.9999999766960175,2.924448341791712e-101,2.330430639748247e-08
2010-01-15,2,risk_on,2.4340845542455965e-36,1.3047802684502102e-53,0.9999990447963697,2.5342463040109394e-100,9.55203962286681e-07
2010-01-19,2,risk_on,5.9260185133084874e-34,9.883386233811116e-53,0.9999999035990232,1.0976541422891856e-100,9.640122218791896e-08
2010-01-20,2,risk_on,1.356164678398665e-31,2.8301428905056824e-45,0.9999792203501643,1.702692972152556e-94,2.0779650170494597e-05
2010-01-21,2,risk_on,8.279785770265629e-33,2.078411172168215e-45,0.7794314343166342,1.1967564587403313e-85,0.2205685656830904
2010-01-22,4,mixed_or_neutral_4,7.293282505341125e-33,1.4233281799657671e-44,3.137299980395653e-05,2.5431103722532e-86,0.9999686270003775
2010-01-25,4,mixed_or_neutral_4,2.0757782420875307e-36,4.1804417731068574e-45,9.9075749062933e-08,5.953376085601624e-86,0.9999999009241995
2010-01-26,4,mixed_or_neutral_4,2.60818413777454e-38,1.0562512060910606e-43,1.5637288220462085e-08,1.8136947484320093e-82,0.9999999843630577
2010-01-27,4,mixed_or_neutral_4,6.0865511362406824e-40,2.6470936827244206e-42,2.0448229749820432e-09,2.6739116140334e-76,0.9999999979554559
2010-01-28,4,mixed_or_neutral_4,8.37024517469725e-44,1.3404990252712176e-43,3.384284658813693e-11,3.864904223875826e-74,0.9999999999663487
2010-01-29,4,mixed_or_neutral_4,2.5266865985623745e-41,2.2579944009630583e-44,8.797076589970845e-13,4.754822411448705e-72,0.9999999999990905
2010-02-01,4,mixed_or_neutral_4,8.212360779619874e-42,2.1252189963531772e-44,1.108212630908195e-09,6.5874124238721076e-77,0.9999999988922355
2010-02-02,4,mixed_or_neutral_4,3.5626905002064416e-42,2.0976897743715797e-55,3.8546072540271905e-11,3.286217351251723e-83,0.9999999999618012
2010-02-03,4,mixed_or_neutral_4,7.985960315405395e-48,8.293577971088007e-56,3.839832745332184e-09,6.518740626647797e-97,0.9999999961601134
2010-02-04,4,mixed_or_neutral_4,3.8153375798152126e-51,1.4897131124094487e-48,1.6486916918429188e-15,2.6476939294147214e-89,1.0
2010-02-05,4,mixed_or_neutral_4,2.0132476007886146e-53,1.4081905636431092e-51,7.102868784641988e-17,2.9989255799104174e-82,1.0
2010-02-08,4,mixed_or_neutral_4,6.2260545579474305e-52,2.5252380877487e-48,2.9839013653255546e-18,2.0263880653388003e-85,1.0
2010-02-09,4,mixed_or_neutral_4,2.233216985528481e-51,5.075086737463965e-46,1.388148675489393e-14,4.0032811618196214e-84,1.0
2010-02-10,4,mixed_or_neutral_4,1.2513154978582714e-48,6.320875512536442e-44,4.115749081468664e-16,1.2367156671020459e-80,1.0
2010-02-11,4,mixed_or_neutral_4,1.3917912744266285e-46,5.809330463088715e-40,6.56948642129322e-13,2.3462687599095345e-81,0.9999999999990905
2010-02-12,4,mixed_or_neutral_4,1.6597310056723342e-46,6.919318733503047e-42,6.086028642318041e-14,2.9448732823357385e-76,1.0
2010-02-16,4,mixed_or_neutral_4,3.5992051396291622e-40,3.6836676432717115e-43,6.107121688886028e-12,9.807209350482408e-83,0.9999999999936335
2010-02-17,4,mixed_or_neutral_4,7.563194652847246e-38,1.775563369052e-38,8.230186829232958e-09,2.255224524811766e-85,0.9999999917699824
2010-02-18,4,mixed_or_neutral_4,6.285794112890724e-36,5.159065428624446e-33,2.889358159995699e-07,1.2967000767200898e-79,0.9999997110644889
2010-02-19,4,mixed_or_neutral_4,1.6120960558697525e-33,1.7909603764180054e-31,1.1205327644715845e-06,1.73821612329921e-71,0.999998879467685
2010-02-22,4,mixed_or_neutral_4,1.5048327171352734e-38,1.7872810383078478e-29,1.2128496521638852e-06,7.067076514710631e-71,0.9999987871504424
2010-02-23,4,mixed_or_neutral_4,6.970746110312213e-35,7.8270922784724e-29,5.405772407000251e-10,5.192512152197427e-63,0.9999999994597601
2010-02-24,4,mixed_or_neutral_4,1.087338869533879e-37,1.9932499022632913e-30,2.822316139025918e-08,4.0087995553263267e-63,0.9999999717765609
2010-02-25,4,mixed_or_neutral_4,2.3827889923731395e-35,5.1562826219248504e-30,2.0928762226876397e-09,3.425432832824748e-63,0.9999999979072527
2010-02-26,4,mixed_or_neutral_4,1.3337606199438104e-35,3.8858190549980505e-30,1.2801603171077782e-08,9.703811935735829e-61,0.9999999871979526
2010-03-01,4,mixed_or_neutral_4,1.6234876953114183e-36,3.746374236062571e-30,1.8507210359491403e-08,1.5800553260795645e-62,0.9999999814926925
2010-03-02,4,mixed_or_neutral_4,2.0696064721353427e-36,6.255706436769739e-29,9.334035988566719e-09,3.3525212421001768e-62,0.9999999906658559
2010-03-03,4,mixed_or_neutral_4,1.2775369950977263e-34,3.817534450419241e-29,8.351883196804719e-08,1.3771263123068232e-60,0.999999916481105
2010-03-04,4,mixed_or_neutral_4,7.19242900336706e-33,1.5407238121369052e-29,3.0888188837854354e-07,2.390152854970059e-61,0.9999996911183666
2010-03-05,4,mixed_or_neutral_4,3.488362982629356e-33,2.9626343338067987e-29,7.900840499825252e-07,1.321184534788923e-63,0.9999992099158982
2010-03-08,4,mixed_or_neutral_4,2.469954115802492e-35,2.0214679591498794e-25,5.180614243090599e-07,6.396156496810466e-62,0.9999994819383097
2010-03-09,4,mixed_or_neutral_4,9.332401851265423e-38,1.4529217202577583e-24,1.6471302057716562e-07,3.102990664860164e-59,0.9999998352868851
2010-03-10,4,mixed_or_neutral_4,2.0130093603222397e-34,1.130234360736071e-24,4.472877692664863e-08,1.1426741097430404e-58,0.9999999552710516
2010-03-11,4,mixed_or_neutral_4,8.35932939523644e-32,1.649749924074851e-25,4.202880268269141e-06,4.415461918951929e-57,0.9999957971201284
2010-03-12,4,mixed_or_neutral_4,3.575223910247733e-31,4.520886638152064e-24,6.384198505074773e-05,1.1794586337789388e-54,0.9999361580146703
2010-03-15,4,mixed_or_neutral_4,1.0376181407790984e-29,9.45701189040484e-25,0.021428445570515712,2.9319854802492507e-55,0.9785715544297344
2010-03-16,4,mixed_or_neutral_4,2.7635468892213764e-29,2.074350343429594e-26,0.24826751820015255,1.4912405419932307e-55,0.7517324817995894
2010-03-17,2,risk_on,3.1800308326236314e-29,2.3360066296510753e-28,0.9838886358557877,1.0146703145013529e-57,0.01611136414430484
2010-03-18,2,risk_on,2.213543569666874e-29,1.1835953254911753e-30,0.999682834830939,1.8650522529252587e-58,0.0003171651688552159
2010-03-19,2,risk_on,2.734977027773285e-28,1.5984954790572371e-34,0.9999857105870017,2.6644534407328506e-60,1.4289412763389913e-05
2010-03-22,2,risk_on,9.889893829881967e-29,2.74723773536491e-40,0.9999998719395162,7.12081523725758e-66,1.2806040321867082e-07
2010-03-23,2,risk_on,5.312216935979757e-29,9.38108830060129e-44,0.9999999387664521,6.344370933496524e-72,6.123392390117016e-08
2010-03-24,2,risk_on,1.3462718605885858e-33,5.559771889612257e-46,0.9999999960537025,8.939693316338352e-80,3.945944212856034e-09
2010-03-25,2,risk_on,5.693467160473796e-35,1.4059810595009936e-47,0.9999999963811206,1.0049439992440262e-83,3.618757575634678e-09
2010-03-26,2,risk_on,4.497709026493714e-36,6.095127628823703e-48,0.9999999954225132,3.156971710627392e-85,4.5775479796086136e-09
2010-03-29,2,risk_on,3.609670177742709e-36,1.4320757732072504e-48,0.9999999978726919,7.334749410176551e-88,2.1273530677806226e-09
2010-03-30,2,risk_on,1.456422513651113e-35,2.1148524588856192e-49,0.9999999989886419,1.80537338365121e-89,1.0115029476008852e-09
2010-03-31,2,risk_on,1.8166368430351943e-35,2.4545705261098287e-52,0.9999999996380211,1.2320164798876439e-90,3.6234385025123977e-10
2010-04-01,2,risk_on,2.8686859981247244e-37,3.437598815089623e-52,0.9999999998826752,6.275849856751982e-93,1.1744380806469114e-10
2010-04-05,2,risk_on,3.984555412873408e-37,3.501241212553414e-49,0.9999999998099156,2.105782457817304e-89,1.8984000492919053e-10
2010-04-06,2,risk_on,1.4309856714252145e-36,2.434056326283346e-49,0.9999999998699423,4.219064383485476e-86,1.2968285906059503e-10
2010-04-07,2,risk_on,1.3933774422521143e-36,1.2219062924219125e-50,0.9999999998690328,5.204122954169056e-84,1.3103622966334215e-10
2010-04-08,2,risk_on,4.2038269473783543e-36,1.75311428509675e-49,0.9999999999408828,9.177864567753016e-86,5.934542906271986e-11
2010-04-09,2,risk_on,3.393826374923957e-36,2.3951512741165706e-50,0.9999999999490683,5.728624905717075e-85,5.098677085751929e-11
2010-04-12,2,risk_on,1.206571471813819e-35,9.601290194282608e-51,0.9999999999363354,8.840488656182094e-84,6.322572611229477e-11
2010-04-13,2,risk_on,2.8702925783906088e-34,1.7849950904857148e-50,0.9999999998426574,6.160290490141742e-84,1.5760509302929912e-10
2010-04-14,2,risk_on,8.417879510921507e-36,2.6391177017577484e-51,0.9999999998799467,1.0984674732256971e-82,1.201165196906872e-10
2010-04-15,2,risk_on,8.407404067573321e-36,4.824665227175742e-50,0.9999999998508429,4.959842662110164e-84,1.4898950306323984e-10
2010-04-16,2,risk_on,4.980953745101935e-34,4.53045068639922e-48,0.9999999951796781,2.9124705026489113e-80,4.820227603165237e-09
2010-04-19,2,risk_on,2.212259659856783e-35,4.135025479361132e-49,0.9999999972187652,4.1971740654246523e-79,2.780964556038835e-09
2010-04-20,2,risk_on,7.991123140712356e-34,1.777509494058119e-49,0.999999999742613,2.5004405495314684e-79,2.57784995395329e-10
2010-04-21,2,risk_on,5.490195841058827e-34,1.7393383364596456e-52,0.9999999998790372,8.774061785661633e-80,1.2113221062264317e-10
2010-04-22,2,risk_on,2.5766164553319245e-34,3.757633012023136e-53,0.9999999998162821,2.8899869244940174e-83,1.8341885788575744e-10
2010-04-23,2,risk_on,2.8606833457570353e-34,7.303544771091708e-53,0.9999999991860022,3.2203685783754067e-80,8.143336116812178e-10
2010-04-26,2,risk_on,7.32833952410855e-33,1.7047716808415348e-50,0.9999999936562745,9.23354661964989e-78,6.34400686338698e-09
2010-04-27,2,risk_on,2.9155250000893274e-30,4.50568142097902e-47,0.9999969835689646,3.3200683445904377e-74,3.0164313229954365e-06
2010-04-28,2,risk_on,8.254409632177112e-34,9.763392624288763e-45,0.999999934355403,3.24319930231509e-71,6.564421581479347e-08
2010-04-29,2,risk_on,1.1082290909824567e-32,7.642018302816834e-47,0.9999988927162795,5.809343471187434e-66,1.1072832857810288e-06
2010-04-30,2,risk_on,3.2308785801245186e-31,3.604043068618312e-43,0.9997874798056254,8.100094043958271e-67,0.00021252019425798018
2010-05-03,2,risk_on,7.558320665509258e-31,8.613620553274864e-41,0.9946724483060705,1.1193047398490836e-64,0.005327551693507656
2010-05-04,2,risk_on,9.0662279121386e-32,5.8376679999077655e-37,0.5592396867927284,1.0227563981875847e-59,0.44076031320702064
2010-05-05,4,mixed_or_neutral_4,2.9266522655458405e-45,4.316344102991616e-37,0.00031530542003902314,6.991720438821383e-57,0.9996846945803957
2010-05-06,4,mixed_or_neutral_4,6.264811754244194e-60,1.5278328342622218e-38,1.3970303358157396e-18,8.348967906566101e-58,1.0
2010-05-07,4,mixed_or_neutral_4,3.250421757563672e-48,4.7773427656053774e-33,8.925990888756589e-25,1.6761750657239078e-65,1.0
2010-05-10,4,mixed_or_neutral_4,6.099410113026675e-46,1.3321789055077855e-41,2.636591797972514e-16,5.7734157262480284e-61,1.0
2010-05-11,4,mixed_or_neutral_4,9.27850107977371e-46,3.562917921028283e-38,5.770794762390842e-16,2.6837663966786177e-70,1.0
2010-05-12,4,mixed_or_neutral_4,4.2370112788360247e-41,6.259810738551016e-37,1.43710153162858e-15,6.5414291370054856e-68,1.0
2010-05-13,4,mixed_or_neutral_4,9.786256613354092e-48,6.000672670768331e-37,1.5250274847860143e-14,7.236091946146665e-66,1.0
2010-05-14,4,mixed_or_neutral_4,1.091984865689334e-46,9.902857312335928e-37,8.323735398592315e-20,1.864138626501534e-66,1.0
2010-05-17,4,mixed_or_neutral_4,1.811177643137636e-49,1.638031965485348e-31,5.3157759315901056e-17,6.78469439508935e-67,1.0
2010-05-18,4,mixed_or_neutral_4,6.501497266492924e-54,3.1489178565750445e-30,1.8558531640210772e-20,1.4125327403178414e-60,1.0
2010-05-19,4,mixed_or_neutral_4,1.0259095117630701e-48,1.1149224455190409e-26,1.0101526712297343e-23,5.993296761969832e-60,1.0
2010-05-20,4,mixed_or_neutral_4,6.625848430330524e-54,1.1306933431369282e-17,1.7554867189059884e-34,2.3289901592450455e-60,1.0
2010-05-21,4,mixed_or_neutral_4,1.9464618741093503e-55,1.8233159317640514e-21,4.222810220615101e-31,7.863939217608423e-50,1.0
2010-05-24,4,mixed_or_neutral_4,5.946289283093331e-56,2.5589287694816833e-25,3.551546066107964e-30,7.82580726157286e-52,1.0
2010-05-25,4,mixed_or_neutral_4,6.516002008533437e-54,1.1194855508335956e-24,8.845327032267575e-31,4.1869843969796965e-52,1.0
2010-05-26,4,mixed_or_neutral_4,5.086876244784371e-53,2.1815389557295763e-23,1.6171135665924913e-29,2.3622820855865616e-50,1.0
2010-05-27,4,mixed_or_neutral_4,1.5654404973436496e-50,4.549075898766642e-24,4.634012921005232e-25,8.275517697236853e-57,1.0
2010-05-28,4,mixed_or_neutral_4,3.014194035408819e-50,4.1366232747927035e-23,6.89138521431826e-25,8.691782522689728e-61,1.0
