date,regime,regime_label,prob_regime_0,prob_regime_1
2024-07-31,1,risk_on,1.3830553075053924e-60,1.0
2024-08-01,1,risk_on,2.250616184345437e-56,1.0
2024-08-02,1,risk_on,2.419217039437607e-40,1.0
2024-08-05,1,risk_on,9.108394531477632e-32,1.0
2024-08-06,1,risk_on,3.806224706308806e-34,1.0
2024-08-07,1,risk_on,3.718781480918456e-34,1.0
2024-08-08,1,risk_on,4.752394590778827e-34,1.0
2024-08-09,1,risk_on,2.46830578196453e-35,1.0
2024-08-12,1,risk_on,2.65061455547812e-35,1.0
2024-08-13,1,risk_on,4.716605244579514e-36,1.0
2024-08-14,1,risk_on,6.84459525537055e-37,1.0
2024-08-15,1,risk_on,6.534735563217604e-36,1.0
2024-08-16,1,risk_on,2.184237972507344e-35,1.0
2024-08-19,1,risk_on,2.0897901365728753e-35,1.0
2024-08-20,1,risk_on,1.1195900253778768e-35,1.0
2024-08-21,1,risk_on,1.8012414861099817e-35,1.0
2024-08-22,1,risk_on,2.64781673700294e-36,1.0
2024-08-23,1,risk_on,3.839946695505357e-35,1.0
2024-08-26,1,risk_on,1.3061946064047737e-36,1.0
2024-08-27,1,risk_on,2.8744597704992006e-36,1.0
2024-08-28,1,risk_on,5.048382080753339e-35,1.0
2024-08-29,1,risk_on,2.191708979318946e-36,1.0
2024-08-30,1,risk_on,3.963275442403671e-36,1.0
2024-09-03,1,risk_on,6.600574166889865e-34,1.0
2024-09-04,1,risk_on,3.1808799960565915e-28,1.0
2024-09-05,1,risk_on,3.131842273092089e-30,1.0
2024-09-06,1,risk_on,9.857330816222916e-29,1.0
2024-09-09,1,risk_on,1.1572496048917604e-29,1.0
2024-09-10,1,risk_on,1.8183777174456186e-30,1.0
2024-09-11,1,risk_on,6.242591988817396e-31,1.0
2024-09-12,1,risk_on,1.0611544144266724e-31,1.0
2024-09-13,1,risk_on,7.75072525692595e-31,1.0
2024-09-16,1,risk_on,3.026038955148499e-31,1.0
2024-09-17,1,risk_on,1.489786320912855e-32,1.0
2024-09-18,1,risk_on,3.149917850196111e-33,1.0
2024-09-19,1,risk_on,1.0015021571486232e-31,1.0
2024-09-20,1,risk_on,8.720924074682443e-32,1.0
2024-09-23,1,risk_on,1.747575632879701e-31,1.0
2024-09-24,1,risk_on,2.2666343368189483e-31,1.0
2024-09-25,1,risk_on,3.2690605227397414e-31,1.0
2024-09-26,1,risk_on,5.954456437603816e-32,1.0
2024-09-27,1,risk_on,3.17956619775759e-30,1.0
2024-09-30,1,risk_on,1.263983464423196e-29,1.0
2024-10-01,1,risk_on,1.0537876904553973e-28,1.0
2024-10-02,1,risk_on,2.097939757661953e-29,1.0
2024-10-03,1,risk_on,3.407358890805513e-30,1.0
2024-10-04,1,risk_on,2.9511419152921872e-30,1.0
2024-10-07,1,risk_on,4.614953493408523e-30,1.0
2024-10-08,1,risk_on,1.293366531564985e-29,1.0
2024-10-09,1,risk_on,1.5863203992867507e-30,1.0
2024-10-10,1,risk_on,3.304853646341287e-29,1.0
2024-10-11,1,risk_on,9.367068168360563e-30,1.0
2024-10-14,1,risk_on,3.071824005264282e-29,1.0
2024-10-15,1,risk_on,2.9750966696177717e-28,1.0
2024-10-16,1,risk_on,4.0553569815418466e-27,1.0
2024-10-17,1,risk_on,3.85545117953833e-26,1.0
2024-10-18,1,risk_on,2.1522993765782293e-27,1.0
2024-10-21,1,risk_on,6.709061691881982e-27,1.0
2024-10-22,1,risk_on,4.570020659278226e-24,1.0
2024-10-23,1,risk_on,4.6784022635881686e-24,1.0
2024-10-24,1,risk_on,5.166882846709101e-24,1.0
2024-10-25,1,risk_on,1.8403796247120014e-23,1.0
2024-10-28,1,risk_on,5.3275757458944664e-24,1.0
2024-10-29,1,risk_on,4.1756466860276734e-24,1.0
2024-10-30,1,risk_on,9.724733655849027e-24,1.0
2024-10-31,1,risk_on,1.0849579372965083e-27,1.0
2024-11-01,1,risk_on,7.132509306839976e-28,1.0
2024-11-04,1,risk_on,3.193927873250682e-29,1.0
2024-11-05,1,risk_on,2.801975598591594e-30,1.0
2024-11-06,1,risk_on,4.6459407600359856e-26,1.0
2024-11-07,1,risk_on,1.7136689720116406e-25,1.0
2024-11-08,1,risk_on,7.233342657828317e-26,1.0
2024-11-11,1,risk_on,4.536454710452018e-26,1.0
2024-11-12,1,risk_on,4.684623928284771e-25,1.0
2024-11-13,1,risk_on,1.1945767495321714e-26,1.0
2024-11-14,1,risk_on,1.1287663213547303e-27,1.0
2024-11-15,1,risk_on,5.966396392082103e-27,1.0
2024-11-18,1,risk_on,3.985593823643552e-27,1.0
2024-11-19,1,risk_on,8.802662294144584e-28,1.0
2024-11-20,1,risk_on,1.1256242672770632e-26,1.0
2024-11-21,1,risk_on,3.711939880794117e-26,1.0
2024-11-22,1,risk_on,3.243637393054373e-26,1.0
2024-11-25,1,risk_on,1.1457099283543488e-26,1.0
2024-11-26,1,risk_on,4.9236485544489685e-26,1.0
2024-11-27,1,risk_on,1.2300419956089602e-25,1.0
2024-11-29,1,risk_on,1.781899894424887e-26,1.0
2024-12-02,1,risk_on,3.174907209427712e-28,1.0
2024-12-03,1,risk_on,1.3464575940523922e-28,1.0
2024-12-04,1,risk_on,4.869824507666466e-29,1.0
2024-12-05,1,risk_on,1.729483842079272e-28,1.0
2024-12-06,1,risk_on,1.5382246687216415e-28,1.0
2024-12-09,1,risk_on,6.049852698345502e-30,1.0
2024-12-10,1,risk_on,4.397970068701481e-31,1.0
2024-12-11,1,risk_on,2.9595460051107193e-30,1.0
2024-12-12,1,risk_on,1.4254910217045193e-31,1.0
2024-12-13,1,risk_on,9.410120749083069e-32,1.0
2024-12-16,1,risk_on,3.078512214581913e-32,1.0
2024-12-17,1,risk_on,1.1421812540296153e-30,1.0
2024-12-18,1,risk_on,6.119410651958351e-35,1.0
2024-12-19,1,risk_on,1.6647211166567444e-35,1.0
2024-12-20,1,risk_on,2.5630319381394836e-37,1.0
2024-12-23,1,risk_on,9.63226751616608e-37,1.0
2024-12-24,1,risk_on,2.4451636020274526e-36,1.0
2024-12-26,1,risk_on,6.531993364442258e-38,1.0
2024-12-27,1,risk_on,1.6299082170467022e-38,1.0
2024-12-30,1,risk_on,2.0284278407345196e-36,1.0
2024-12-31,1,risk_on,7.567521450399359e-36,1.0
2025-01-02,1,risk_on,3.5087774087218824e-36,1.0
2025-01-03,1,risk_on,4.80635323286998e-35,1.0
2025-01-06,1,risk_on,2.729192359322418e-37,1.0
2025-01-07,1,risk_on,1.9021166441422764e-36,1.0
2025-01-08,1,risk_on,1.3328367503693786e-36,1.0
2025-01-10,1,risk_on,1.639307337815354e-37,1.0
2025-01-13,1,risk_on,9.007369160988328e-37,1.0
2025-01-14,1,risk_on,8.155128541530139e-38,1.0
2025-01-15,1,risk_on,1.510503039218138e-42,1.0
2025-01-16,1,risk_on,5.504386949651418e-45,1.0
2025-01-17,1,risk_on,3.848607816765567e-46,1.0
2025-01-21,1,risk_on,4.552696570113472e-48,1.0
2025-01-22,1,risk_on,1.4848959173381433e-46,1.0
2025-01-23,1,risk_on,3.3018621173686873e-45,1.0
2025-01-24,1,risk_on,5.825223623435167e-45,1.0
2025-01-27,1,risk_on,5.971529177999371e-41,1.0
2025-01-28,1,risk_on,9.946145556145248e-41,1.0
2025-01-29,1,risk_on,3.4409188210724493e-41,1.0
