regime,n_obs,HYG_ann_return,HYG_ann_vol,HYG_ann_sharpe_0rf,IEF_ann_return,IEF_ann_vol,IEF_ann_sharpe_0rf,IWM_ann_return,IWM_ann_vol,IWM_ann_sharpe_0rf,LQD_ann_return,LQD_ann_vol,LQD_ann_sharpe_0rf,QQQ_ann_return,QQQ_ann_vol,QQQ_ann_sharpe_0rf,SHY_ann_return,SHY_ann_vol,SHY_ann_sharpe_0rf,SPY_ann_return,SPY_ann_vol,SPY_ann_sharpe_0rf,TIP_ann_return,TIP_ann_vol,TIP_ann_sharpe_0rf,TLT_ann_return,TLT_ann_vol,TLT_ann_sharpe_0rf,suggested_label
0,2868,0.06464932162846039,0.0544624108517816,1.1870448005763512,0.0076785308469537175,0.058977935665732666,0.13019327923705362,0.16301387002312734,0.17107625617182456,0.9528725591200712,0.036556570924229745,0.0576577491919941,0.6340270204183708,0.23833136314166944,0.15003604946728774,1.5884939918631533,0.012002640325833229,0.011426387305135798,1.0504317773683747,0.18890494764693996,0.11623228790998089,1.6252364213396737,0.02266891248077201,0.047637406077942646,0.47586370348717,0.001622065193034678,0.12961445158220397,0.012514539646112943,risk_on
1,1434,0.02560172657917772,0.10242793039930147,0.24994868566974696,0.07214389759353244,0.0778508880598015,0.9266933157925544,0.042123222084020126,0.2696977727411289,0.1561867628934866,0.029050993161486155,0.08405974682698032,0.3455993416359157,0.04341660824089051,0.26801533005159384,0.16199300328280725,0.020842895830993538,0.01844173637075823,1.1302024609809875,0.017857108983499514,0.22258684655818312,0.08022535589869977,0.05308630648661924,0.06719128316035318,0.7900772836846683,0.10658202912462174,0.1683134806691214,0.6332352506817069,inflation_rates_shock
2,324,0.10302148338464173,0.3161046778771016,0.3259093920296095,0.052429953875274896,0.11068509627117533,0.4736857593439952,0.03008482329803433,0.5524850220454892,0.054453645071951426,0.18022403528735692,0.2313495753576047,0.7790117401718964,0.22379657914743709,0.4456059071889423,0.5022298302983328,0.029057753919625742,0.02295823396365343,1.2656789701520088,0.056261332779768476,0.47277104222581995,0.11900333936462874,0.02631120018511152,0.12971077765918923,0.20284513484487254,0.03541427448756046,0.24849032803527732,0.14251771796338414,defensive_risk_off
